2026/09/09 01:23:30.650, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.666, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.676, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.686, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.696, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.706, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.717, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.727, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.737, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.747, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.757, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.767, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.777, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.787, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.797, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.807, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.818, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.828, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.838, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.848, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.858, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.868, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.878, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.888, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.898, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.909, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.919, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.929, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.939, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.949, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.959, 1335, 8001, 15.39, 55
2026/09/09 01:23:30.969, 1335, 8001, 15.39, 55
