architecture,active_L2_run_median_median,active_L2_run_median_min,active_L2_run_median_max,recovery_P95_median,recovery_P99_median,recovery_gt1_2_probe_fraction_pct
RTX 4060,1.744386934919116,1.7396551958466484,2.0321709979086338,1.041379326055756,1.043275891578339,9.9
Tesla T4,3.7434680255321178,2.623710455025827,3.8057662636058316,0.9096355018688381,0.9196692785103158,0.0
