run,phase,median,p95,p99,max
r1,interference,3.8057662636058316,3.864065579620117,3.8776252845016446,3.8810597303147762
r1,recovery,0.8973610131127425,0.9039557744755045,0.9108362990066405,0.920193277024782
r2,interference,2.623710455025827,2.9461805824315537,2.9506196379140324,2.951338847120129
r2,recovery,0.9995825723658033,1.0014342059329155,1.0078633770823473,1.0306518381805434
r3,interference,3.7434680255321178,3.786484418086609,3.8041693400135164,3.80761461170468
r3,recovery,0.9061849699705427,0.9096355018688381,0.9196692785103158,0.9197763062634855
