sample,phase,victim_latency_ms,recovery_index
0,baseline,0.524287999,-1
1,baseline,0.581632018,-1
2,baseline,0.590848029,-1
3,baseline,0.592895985,-1
4,baseline,0.593599975,-1
5,baseline,0.590848029,-1
6,baseline,0.535552025,-1
7,baseline,0.564064026,-1
8,baseline,0.594944,-1
9,baseline,0.541696012,-1
10,baseline,0.583679974,-1
11,baseline,0.587776005,-1
12,baseline,0.576704025,-1
13,baseline,0.586848021,-1
14,baseline,0.590848029,-1
15,baseline,0.591871977,-1
16,baseline,0.600000024,-1
17,baseline,0.592895985,-1
18,baseline,0.593919992,-1
19,baseline,0.592895985,-1
20,baseline,0.600383997,-1
21,baseline,0.596063972,-1
22,baseline,0.539647996,-1
23,baseline,0.60006398,-1
24,baseline,0.62361598,-1
25,baseline,0.595968008,-1
26,baseline,0.597792029,-1
27,baseline,0.595968008,-1
28,baseline,0.594944,-1
29,baseline,0.596992016,-1
30,baseline,0.590848029,-1
31,baseline,0.589824021,-1
32,baseline,0.594944,-1
33,baseline,0.594720006,-1
34,baseline,0.592736006,-1
35,baseline,0.541696012,-1
36,baseline,0.60006398,-1
37,baseline,0.611328006,-1
38,baseline,0.59324801,-1
39,baseline,0.589024007,-1
40,baseline,0.593919992,-1
41,baseline,0.58969599,-1
42,baseline,0.592863977,-1
43,baseline,0.595103979,-1
44,baseline,0.596928,-1
45,baseline,0.58969599,-1
46,baseline,0.590719998,-1
47,baseline,0.595712006,-1
48,baseline,0.593919992,-1
49,baseline,0.598016024,-1
50,baseline,0.620544016,-1
51,baseline,0.613376021,-1
52,baseline,0.596992016,-1
53,baseline,0.588800013,-1
54,baseline,0.593919992,-1
55,baseline,0.593919992,-1
56,baseline,0.590848029,-1
57,baseline,0.594752014,-1
58,baseline,0.595744014,-1
59,baseline,0.591584027,-1
60,baseline,0.592895985,-1
61,baseline,0.590752006,-1
62,baseline,0.587776005,-1
63,baseline,0.619520009,-1
64,baseline,0.613376021,-1
65,baseline,0.593919992,-1
66,baseline,0.587776005,-1
67,baseline,0.593919992,-1
68,baseline,0.594944,-1
69,baseline,0.593919992,-1
70,baseline,0.594752014,-1
71,baseline,0.592703998,-1
72,baseline,0.586399972,-1
73,baseline,0.587776005,-1
74,baseline,0.592544019,-1
75,baseline,0.589856029,-1
76,baseline,0.587776005,-1
77,baseline,0.620544016,-1
78,baseline,0.611328006,-1
79,baseline,0.596992016,-1
80,baseline,0.596063972,-1
81,baseline,0.587616026,-1
82,baseline,0.589824021,-1
83,baseline,0.593919992,-1
84,baseline,0.594911993,-1
85,baseline,0.596863985,-1
86,baseline,0.590848029,-1
87,baseline,0.591968,-1
88,baseline,0.594816029,-1
89,baseline,0.599039972,-1
90,baseline,0.611360013,-1
91,baseline,0.611328006,-1
92,baseline,0.593919992,-1
93,baseline,0.594720006,-1
94,baseline,0.590752006,-1
95,baseline,0.590784013,-1
96,baseline,0.603136003,-1
97,baseline,0.595968008,-1
98,baseline,0.590848029,-1
99,baseline,0.585407972,-1
100,interference,0.644096017,-1
101,interference,0.574464023,-1
102,interference,0.577535987,-1
103,interference,0.818175972,-1
104,interference,0.590848029,-1
105,interference,0.587776005,-1
106,interference,0.905215979,-1
107,interference,0.590848029,-1
108,interference,0.576511979,-1
109,interference,0.577535987,-1
110,interference,0.575487971,-1
111,interference,0.573440015,-1
112,interference,0.576511979,-1
113,interference,0.577535987,-1
114,interference,0.576511979,-1
115,interference,0.577535987,-1
116,interference,0.578559995,-1
117,interference,1.07929599,-1
118,interference,0.58572799,-1
119,interference,0.590848029,-1
120,interference,0.583679974,-1
121,interference,0.579584002,-1
122,interference,0.577535987,-1
123,interference,0.576511979,-1
124,interference,0.576511979,-1
125,interference,0.577535987,-1
126,interference,0.576511979,-1
127,interference,0.578559995,-1
128,interference,0.576511979,-1
129,interference,0.575487971,-1
130,interference,0.575487971,-1
131,interference,1.08544004,-1
132,interference,0.582656026,-1
133,interference,0.589824021,-1
134,interference,0.587776005,-1
