sample,phase,victim_latency_ms,recovery_index
0,baseline,0.506879985,-1
1,baseline,0.57209599,-1
2,baseline,0.595744014,-1
3,baseline,0.590752006,-1
4,baseline,0.591871977,-1
5,baseline,0.589504004,-1
6,baseline,0.558080018,-1
7,baseline,0.62361598,-1
8,baseline,0.612352014,-1
9,baseline,0.589824021,-1
10,baseline,0.59267199,-1
11,baseline,0.591871977,-1
12,baseline,0.592895985,-1
13,baseline,0.597855985,-1
14,baseline,0.595615983,-1
15,baseline,0.590848029,-1
16,baseline,0.595776021,-1
17,baseline,0.591040015,-1
18,baseline,0.591903985,-1
19,baseline,0.593919992,-1
20,baseline,0.538623989,-1
21,baseline,0.592895985,-1
22,baseline,0.618496001,-1
23,baseline,0.60006398,-1
24,baseline,0.589088023,-1
25,baseline,0.593151987,-1
26,baseline,0.592895985,-1
27,baseline,0.592895985,-1
28,baseline,0.589824021,-1
29,baseline,0.594079971,-1
30,baseline,0.594752014,-1
31,baseline,0.594944,-1
32,baseline,0.590848029,-1
33,baseline,0.592224002,-1
34,baseline,0.540672004,-1
35,baseline,0.606208026,-1
36,baseline,0.619520009,-1
37,baseline,0.591871977,-1
38,baseline,0.595968008,-1
39,baseline,0.593919992,-1
40,baseline,0.586751997,-1
41,baseline,0.599008024,-1
42,baseline,0.594687998,-1
43,baseline,0.592895985,-1
44,baseline,0.588800013,-1
45,baseline,0.592703998,-1
46,baseline,0.592927992,-1
47,baseline,0.538623989,-1
48,baseline,0.605184019,-1
49,baseline,0.626688004,-1
50,baseline,0.602111995,-1
51,baseline,0.589824021,-1
52,baseline,0.598079979,-1
53,baseline,0.589824021,-1
54,baseline,0.590592027,-1
55,baseline,0.587552011,-1
56,baseline,0.590752006,-1
57,baseline,0.590879977,-1
58,baseline,0.592895985,-1
59,baseline,0.587776005,-1
60,baseline,0.588800013,-1
61,baseline,0.618496001,-1
62,baseline,0.615423977,-1
63,baseline,0.586015999,-1
64,baseline,0.589824021,-1
65,baseline,0.588800013,-1
66,baseline,0.589824021,-1
67,baseline,0.589824021,-1
68,baseline,0.591871977,-1
69,baseline,0.593919992,-1
70,baseline,0.595968008,-1
71,baseline,0.595776021,-1
72,baseline,0.590752006,-1
73,baseline,0.592512012,-1
74,baseline,0.596992016,-1
75,baseline,0.617471993,-1
76,baseline,0.613376021,-1
77,baseline,0.590848029,-1
78,baseline,0.594944,-1
79,baseline,0.594944,-1
80,baseline,0.594944,-1
81,baseline,0.586624026,-1
82,baseline,0.590848029,-1
83,baseline,0.591871977,-1
84,baseline,0.594944,-1
85,baseline,0.589824021,-1
86,baseline,0.592895985,-1
87,baseline,0.596992016,-1
88,baseline,0.620544016,-1
89,baseline,0.616447985,-1
90,baseline,0.590848029,-1
91,baseline,0.591871977,-1
92,baseline,0.594944,-1
93,baseline,0.592832029,-1
94,baseline,0.59068799,-1
95,baseline,0.593919992,-1
96,baseline,0.588800013,-1
97,baseline,0.590848029,-1
98,baseline,0.589824021,-1
99,baseline,0.592127979,-1
100,interference,0.649215996,-1
101,interference,0.567296028,-1
102,interference,0.568319976,-1
103,interference,0.796671987,-1
104,interference,0.587776005,-1
105,interference,0.594944,-1
106,interference,0.877568007,-1
107,interference,0.582656026,-1
108,interference,0.56627202,-1
109,interference,0.568319976,-1
110,interference,0.56627202,-1
111,interference,0.570367992,-1
112,interference,0.569343984,-1
113,interference,0.58060801,-1
114,interference,1.05881596,-1
115,interference,0.589824021,-1
116,interference,0.584703982,-1
117,interference,0.570367992,-1
118,interference,0.568319976,-1
119,interference,0.569343984,-1
120,interference,0.567296028,-1
121,interference,0.568319976,-1
122,interference,0.568319976,-1
123,interference,0.569343984,-1
124,interference,0.568319976,-1
125,interference,0.568319976,-1
126,interference,0.567296028,-1
127,interference,0.568319976,-1
128,interference,1.07008004,-1
129,interference,0.583679974,-1
130,interference,0.590848029,-1
131,interference,0.573440015,-1
132,interference,0.568319976,-1
133,interference,0.569343984,-1
134,interference,0.568319976,-1
135,interference,0.568319976,-1
136,interference,0.568319976,-1
137,interference,0.567296028,-1
138,interference,0.569343984,-1
139,interference,0.567296028,-1
140,interference,0.569343984,-1
141,interference,0.568319976,-1
142,interference,1.03628802,-1
143,interference,0.584703982,-1
144,interference,0.60006398,-1
145,interference,0.591871977,-1
146,interference,0.571392,-1
147,interference,0.573440015,-1
148,interference,0.568319976,-1
149,interference,0.570367992,-1
150,interference,0.567296028,-1
151,interference,0.567296028,-1
152,interference,0.568319976,-1
153,interference,0.569343984,-1
154,interference,0.567296028,-1
155,interference,0.567296028,-1
156,interference,0.571392,-1
157,interference,0.821247995,-1
158,interference,0.593919992,-1
159,interference,0.592895985,-1
160,interference,0.591871977,-1
