sample,phase,victim_latency_ms,recovery_index
0,baseline,0.52838397,-1
1,baseline,0.58060801,-1
2,baseline,0.596895993,-1
3,baseline,0.587007999,-1
4,baseline,0.598016024,-1
5,baseline,0.597151995,-1
6,baseline,0.589727998,-1
7,baseline,0.555007994,-1
8,baseline,0.611328006,-1
9,baseline,0.610303998,-1
10,baseline,0.592800021,-1
11,baseline,0.590848029,-1
12,baseline,0.593919992,-1
13,baseline,0.591776013,-1
14,baseline,0.592895985,-1
15,baseline,0.598016024,-1
16,baseline,0.588800013,-1
17,baseline,0.596992016,-1
18,baseline,0.59324801,-1
19,baseline,0.590655982,-1
20,baseline,0.589824021,-1
21,baseline,0.540672004,-1
22,baseline,0.611328006,-1
23,baseline,0.606208026,-1
24,baseline,0.593919992,-1
25,baseline,0.592927992,-1
26,baseline,0.589471996,-1
27,baseline,0.595968008,-1
28,baseline,0.592895985,-1
29,baseline,0.590976,-1
30,baseline,0.594272017,-1
31,baseline,0.594944,-1
32,baseline,0.594111979,-1
33,baseline,0.593728006,-1
34,baseline,0.541696012,-1
35,baseline,0.610303998,-1
36,baseline,0.613376021,-1
37,baseline,0.583679974,-1
38,baseline,0.595903993,-1
39,baseline,0.590848029,-1
40,baseline,0.592800021,-1
41,baseline,0.586751997,-1
42,baseline,0.595968008,-1
43,baseline,0.590943992,-1
44,baseline,0.588800013,-1
45,baseline,0.594944,-1
46,baseline,0.597631991,-1
47,baseline,0.593919992,-1
48,baseline,0.54272002,-1
49,baseline,0.602111995,-1
50,baseline,0.620544016,-1
51,baseline,0.591871977,-1
52,baseline,0.596863985,-1
53,baseline,0.589824021,-1
54,baseline,0.594591975,-1
55,baseline,0.590879977,-1
56,baseline,0.588800013,-1
57,baseline,0.587776005,-1
58,baseline,0.594944,-1
59,baseline,0.592544019,-1
60,baseline,0.591871977,-1
61,baseline,0.603136003,-1
62,baseline,0.620544016,-1
63,baseline,0.61056,-1
64,baseline,0.589824021,-1
65,baseline,0.590848029,-1
66,baseline,0.599327981,-1
67,baseline,0.591520011,-1
68,baseline,0.593919992,-1
69,baseline,0.591903985,-1
70,baseline,0.589824021,-1
71,baseline,0.595647991,-1
72,baseline,0.592544019,-1
73,baseline,0.591072023,-1
74,baseline,0.579584002,-1
75,baseline,0.595968008,-1
76,baseline,0.621407986,-1
77,baseline,0.606208026,-1
78,baseline,0.591776013,-1
79,baseline,0.597984016,-1
80,baseline,0.594143987,-1
81,baseline,0.589792013,-1
82,baseline,0.592895985,-1
83,baseline,0.589088023,-1
84,baseline,0.593887985,-1
85,baseline,0.588,-1
86,baseline,0.591871977,-1
87,baseline,0.58870399,-1
88,baseline,0.602111995,-1
89,baseline,0.615552008,-1
90,baseline,0.60927999,-1
91,baseline,0.592768013,-1
92,baseline,0.594784021,-1
93,baseline,0.596992016,-1
94,baseline,0.590848029,-1
95,baseline,0.590623975,-1
96,baseline,0.589824021,-1
97,baseline,0.590560019,-1
98,baseline,0.592895985,-1
99,baseline,0.592895985,-1
100,interference,0.63795203,-1
101,interference,0.571392,-1
102,interference,0.568319976,-1
103,interference,0.789503992,-1
104,interference,0.586751997,-1
105,interference,0.586751997,-1
106,interference,0.58060801,-1
107,interference,0.603136003,-1
108,interference,0.565248013,-1
109,interference,0.568319976,-1
110,interference,0.568319976,-1
111,interference,0.568319976,-1
112,interference,0.570367992,-1
113,interference,0.568319976,-1
114,interference,0.568319976,-1
115,interference,0.567296028,-1
116,interference,0.569343984,-1
117,interference,1.05472004,-1
118,interference,0.576511979,-1
119,interference,0.587776005,-1
120,interference,0.590848029,-1
121,interference,0.568319976,-1
122,interference,0.567296028,-1
123,interference,0.570367992,-1
124,interference,0.569343984,-1
125,interference,0.568319976,-1
126,interference,0.570367992,-1
127,interference,0.568319976,-1
128,interference,1.05779195,-1
129,interference,0.588800013,-1
130,interference,0.590848029,-1
131,interference,0.577535987,-1
132,interference,0.568319976,-1
133,interference,0.570367992,-1
134,interference,0.567296028,-1
135,interference,0.569343984,-1
136,interference,0.568319976,-1
137,interference,0.567296028,-1
138,interference,0.568319976,-1
139,interference,0.569343984,-1
140,interference,0.546015978,-1
141,recovery,0.590816021,0
142,recovery,0.541696012,1
143,recovery,0.602111995,2
144,recovery,0.616447985,3
145,recovery,0.588735998,4
146,recovery,0.591040015,5
147,recovery,0.533504009,6
148,recovery,0.578303993,7
149,recovery,0.591871977,8
150,recovery,0.598303974,9
151,recovery,0.593824029,10
152,recovery,0.591871977,11
153,recovery,0.590848029,12
154,recovery,0.591072023,13
155,recovery,0.538623989,14
156,recovery,0.593919992,15
157,recovery,0.615423977,16
158,recovery,0.592895985,17
159,recovery,0.592832029,18
160,recovery,0.591871977,19
161,recovery,0.587776005,20
162,recovery,0.599968016,21
163,recovery,0.595679998,22
164,recovery,0.595936,23
165,recovery,0.589600027,24
166,recovery,0.596992016,25
167,recovery,0.603103995,26
168,recovery,0.545791984,27
169,recovery,0.613376021,28
170,recovery,0.615328014,29
171,recovery,0.589824021,30
172,recovery,0.593792021,31
173,recovery,0.589824021,32
174,recovery,0.591871977,33
175,recovery,0.598176003,34
176,recovery,0.592895985,35
177,recovery,0.590848029,36
178,recovery,0.593919992,37
179,recovery,0.589504004,38
180,recovery,0.595968008,39
181,recovery,0.593919992,40
182,recovery,0.540672004,41
183,recovery,0.615423977,42
184,recovery,0.612352014,43
185,recovery,0.590848029,44
186,recovery,0.589824021,45
187,recovery,0.592736006,46
188,recovery,0.590848029,47
189,recovery,0.591808021,48
190,recovery,0.594944,49
191,recovery,0.592895985,50
192,recovery,0.592863977,51
193,recovery,0.587647974,52
194,recovery,0.587776005,53
195,recovery,0.593919992,54
196,recovery,0.617471993,55
197,recovery,0.611328006,56
198,recovery,0.591871977,57
199,recovery,0.589856029,58
200,recovery,0.591871977,59
201,recovery,0.594944,60
202,recovery,0.60006398,61
203,recovery,0.592895985,62
204,recovery,0.594111979,63
205,recovery,0.587487996,64
206,recovery,0.596895993,65
207,recovery,0.59366399,66
208,recovery,0.60006398,67
209,recovery,0.61510402,68
210,recovery,0.615423977,69
211,recovery,0.590848029,70
212,recovery,0.593919992,71
213,recovery,0.595968008,72
214,recovery,0.586751997,73
215,recovery,0.598079979,74
216,recovery,0.592895985,75
217,recovery,0.591871977,76
218,recovery,0.589856029,77
219,recovery,0.586528003,78
220,recovery,0.593919992,79
221,recovery,0.592895985,80
222,recovery,0.60006398,81
223,recovery,0.615423977,82
224,recovery,0.614400029,83
225,recovery,0.590848029,84
226,recovery,0.596768022,85
227,recovery,0.591871977,86
228,recovery,0.592895985,87
229,recovery,0.594944,88
230,recovery,0.589824021,89
231,recovery,0.598016024,90
232,recovery,0.592895985,91
233,recovery,0.590848029,92
234,recovery,0.592159986,93
235,recovery,0.582656026,94
236,recovery,0.60006398,95
237,recovery,0.618496001,96
238,recovery,0.613376021,97
239,recovery,0.587776005,98
240,recovery,0.595264018,99
