sample,phase,victim_latency_us,time_since_interference_end_us
125,recovery,9.21600033,276.479989
126,recovery,9.21600033,287.743986
127,recovery,9.21600033,297.984004
128,recovery,9.21600033,309.248
129,recovery,9.21600033,319.487989
130,recovery,9.21600033,329.728007
131,recovery,8.19199998,340.992004
132,recovery,9.21600033,351.231992
133,recovery,9.40799993,361.472011
134,recovery,9.21600033,372.736007
135,recovery,9.21600033,382.975996
136,recovery,9.47200041,393.216014
137,recovery,9.21600033,404.48001
138,recovery,9.21600033,414.719999
139,recovery,9.53599997,424.959987
140,recovery,9.21600033,436.224014
141,recovery,9.31200013,446.464002
142,recovery,9.21600033,457.727998
143,recovery,9.21600033,467.967987
144,recovery,9.21600033,479.232013
145,recovery,9.21600033,489.472002
146,recovery,9.21600033,499.71199
147,recovery,8.19199998,510.976017
148,recovery,9.21600033,521.215975
149,recovery,9.21600033,531.455994
150,recovery,9.21600033,542.72002
151,recovery,9.21600033,552.959979
152,recovery,9.21600033,563.199997
153,recovery,9.21600033,574.464023
154,recovery,9.21600033,584.703982
155,recovery,9.21600033,594.944
156,recovery,9.21600033,606.208026
157,recovery,9.21600033,616.447985
158,recovery,10.2399997,626.688004
159,recovery,9.21600033,638.975978
160,recovery,9.21600033,650.240004
161,recovery,10.2399997,660.480022
162,recovery,9.21600033,671.743989
163,recovery,9.21600033,683.008015
164,recovery,9.21600033,694.271982
165,recovery,9.21600033,705.536008
166,recovery,10.2399997,716.799974
167,recovery,10.2399997,728.064001
168,recovery,10.2399997,739.328027
169,recovery,9.44000017,750.591993
170,recovery,9.21600033,761.856019
171,recovery,10.2399997,773.119986
172,recovery,10.2399997,784.384012
173,recovery,9.21600033,795.647979
174,recovery,9.21600033,806.912005
175,recovery,10.2399997,817.152023
176,recovery,9.44000017,828.41599
177,recovery,9.21600033,839.680016
178,recovery,9.21600033,850.943983
179,recovery,9.21600033,862.208009
180,recovery,9.21600033,873.471975
181,recovery,10.2399997,883.711994
182,recovery,10.2399997,894.97602
183,recovery,9.21600033,907.263994
184,recovery,9.21600033,918.52802
185,recovery,9.27999988,929.791987
186,recovery,9.21600033,941.056013
187,recovery,9.21600033,952.31998
188,recovery,10.2399997,962.559998
189,recovery,10.2399997,973.824024
190,recovery,9.21600033,986.111999
191,recovery,10.2399997,996.352017
192,recovery,9.24799964,1007.61604
193,recovery,9.21600033,1018.88001
194,recovery,10.2399997,1030.14398
195,recovery,9.21600033,1042.43195
196,recovery,9.21600033,1053.69604
197,recovery,9.21600033,1064.96
198,recovery,9.21600033,1076.22397
199,recovery,9.21600033,1087.48806
