sample,phase,victim_latency_ms,recovery_index,time_since_interference_end_ms
0,baseline,0.510976017,-1,-1
1,baseline,0.578559995,-1,-1
2,baseline,0.608255982,-1,-1
3,baseline,0.613376021,-1,-1
4,baseline,0.588800013,-1,-1
5,baseline,0.587776005,-1,-1
6,baseline,0.538720012,-1,-1
7,baseline,0.574400008,-1,-1
8,baseline,0.60006398,-1,-1
9,baseline,0.58572799,-1,-1
10,baseline,0.589792013,-1,-1
11,baseline,0.593855977,-1,-1
12,baseline,0.592576027,-1,-1
13,baseline,0.591871977,-1,-1
14,baseline,0.587776005,-1,-1
15,baseline,0.545791984,-1,-1
16,baseline,0.588800013,-1,-1
17,baseline,0.613376021,-1,-1
18,baseline,0.590848029,-1,-1
19,baseline,0.590848029,-1,-1
20,baseline,0.597055972,-1,-1
21,baseline,0.585568011,-1,-1
22,baseline,0.586751997,-1,-1
23,baseline,0.591871977,-1,-1
24,baseline,0.588544011,-1,-1
25,baseline,0.592895985,-1,-1
26,baseline,0.59296,-1,-1
27,baseline,0.592736006,-1,-1
28,baseline,0.547839999,-1,-1
29,baseline,0.603136003,-1,-1
30,baseline,0.617471993,-1,-1
31,baseline,0.589856029,-1,-1
32,baseline,0.594944,-1,-1
33,baseline,0.591871977,-1,-1
34,baseline,0.589824021,-1,-1
35,baseline,0.588800013,-1,-1
36,baseline,0.588800013,-1,-1
37,baseline,0.584703982,-1,-1
38,baseline,0.589824021,-1,-1
39,baseline,0.592895985,-1,-1
40,baseline,0.589824021,-1,-1
41,baseline,0.553983986,-1,-1
42,baseline,0.618496001,-1,-1
43,baseline,0.614400029,-1,-1
44,baseline,0.588800013,-1,-1
45,baseline,0.585919976,-1,-1
46,baseline,0.592607975,-1,-1
47,baseline,0.58572799,-1,-1
48,baseline,0.589919984,-1,-1
49,baseline,0.590655982,-1,-1
50,baseline,0.58969599,-1,-1
51,baseline,0.589824021,-1,-1
52,baseline,0.58572799,-1,-1
53,baseline,0.58572799,-1,-1
54,baseline,0.592895985,-1,-1
55,baseline,0.616447985,-1,-1
56,baseline,0.610368013,-1,-1
57,baseline,0.587776005,-1,-1
58,baseline,0.584991992,-1,-1
59,baseline,0.586751997,-1,-1
60,baseline,0.595968008,-1,-1
61,baseline,0.594048023,-1,-1
62,baseline,0.589600027,-1,-1
63,baseline,0.586751997,-1,-1
64,baseline,0.589824021,-1,-1
65,baseline,0.591871977,-1,-1
66,baseline,0.594752014,-1,-1
67,baseline,0.590848029,-1,-1
68,baseline,0.596992016,-1,-1
69,baseline,0.613312006,-1,-1
70,baseline,0.613376021,-1,-1
71,baseline,0.58572799,-1,-1
72,baseline,0.594944,-1,-1
73,baseline,0.590784013,-1,-1
74,baseline,0.597823977,-1,-1
75,baseline,0.593568027,-1,-1
76,baseline,0.590848029,-1,-1
77,baseline,0.593919992,-1,-1
78,baseline,0.594687998,-1,-1
79,baseline,0.592895985,-1,-1
80,baseline,0.586751997,-1,-1
81,baseline,0.591871977,-1,-1
82,baseline,0.596288025,-1,-1
83,baseline,0.616447985,-1,-1
84,baseline,0.608255982,-1,-1
85,baseline,0.592895985,-1,-1
86,baseline,0.58771199,-1,-1
87,baseline,0.591871977,-1,-1
88,baseline,0.590976,-1,-1
89,baseline,0.592992008,-1,-1
90,baseline,0.593919992,-1,-1
91,baseline,0.590848029,-1,-1
92,baseline,0.587776005,-1,-1
93,baseline,0.592832029,-1,-1
94,baseline,0.587935984,-1,-1
95,baseline,0.590848029,-1,-1
96,baseline,0.616447985,-1,-1
97,baseline,0.614592016,-1,-1
98,baseline,0.593855977,-1,-1
99,baseline,0.589792013,-1,-1
100,interference,0.641023993,-1,-1
101,interference,0.578559995,-1,-1
102,interference,0.579584002,-1,-1
103,interference,0.579584002,-1,-1
104,interference,0.579584002,-1,-1
105,interference,0.584703982,-1,-1
106,interference,0.590848029,-1,-1
107,interference,0.916480005,-1,-1
108,interference,0.581632018,-1,-1
109,interference,0.582656026,-1,-1
110,interference,1.10080004,-1,-1
111,interference,0.591871977,-1,-1
112,interference,0.595968008,-1,-1
113,interference,0.583679974,-1,-1
114,interference,0.581632018,-1,-1
