sample,phase,victim_latency_us,time_since_interference_end_us
0,baseline,5.11999987,-1
1,baseline,5.11999987,-1
2,baseline,5.11999987,-1
3,baseline,5.11999987,-1
4,baseline,4.38399985,-1
5,baseline,4.22400003,-1
6,baseline,4.09599999,-1
7,baseline,4.09599999,-1
8,baseline,4.09599999,-1
9,baseline,4.09599999,-1
10,baseline,5.11999987,-1
11,baseline,5.11999987,-1
12,baseline,4.09599999,-1
13,baseline,5.11999987,-1
14,baseline,4.09599999,-1
15,baseline,5.11999987,-1
16,baseline,5.11999987,-1
17,baseline,5.11999987,-1
18,baseline,5.11999987,-1
19,baseline,5.11999987,-1
20,baseline,5.11999987,-1
21,baseline,4.12799977,-1
22,baseline,4.09599999,-1
23,baseline,5.11999987,-1
24,baseline,5.11999987,-1
25,baseline,4.09599999,-1
26,baseline,4.09599999,-1
27,baseline,4.09599999,-1
28,baseline,5.11999987,-1
29,baseline,4.09599999,-1
30,baseline,4.09599999,-1
31,baseline,4.09599999,-1
32,baseline,5.11999987,-1
33,baseline,4.09599999,-1
34,baseline,4.09599999,-1
35,baseline,5.11999987,-1
36,baseline,4.16000001,-1
37,baseline,4.16000001,-1
38,baseline,5.11999987,-1
39,baseline,5.11999987,-1
40,baseline,5.11999987,-1
41,baseline,5.11999987,-1
42,baseline,4.09599999,-1
43,baseline,5.11999987,-1
44,baseline,5.11999987,-1
45,baseline,5.11999987,-1
46,baseline,5.11999987,-1
47,baseline,4.4160001,-1
48,baseline,4.09599999,-1
49,baseline,4.09599999,-1
50,baseline,5.11999987,-1
51,baseline,4.38399985,-1
52,baseline,4.28800005,-1
53,baseline,5.11999987,-1
54,baseline,5.11999987,-1
55,baseline,4.09599999,-1
56,baseline,4.09599999,-1
57,baseline,4.09599999,-1
58,baseline,4.09599999,-1
59,baseline,5.11999987,-1
60,baseline,4.09599999,-1
61,baseline,4.09599999,-1
62,baseline,4.09599999,-1
63,baseline,5.11999987,-1
64,baseline,4.09599999,-1
65,baseline,4.22400003,-1
66,baseline,4.12799977,-1
67,baseline,4.09599999,-1
68,baseline,4.09599999,-1
69,baseline,4.12799977,-1
70,baseline,4.09599999,-1
71,baseline,4.09599999,-1
72,baseline,4.09599999,-1
73,baseline,4.09599999,-1
74,baseline,4.09599999,-1
75,baseline,5.11999987,-1
76,baseline,5.11999987,-1
77,baseline,5.11999987,-1
78,baseline,4.09599999,-1
79,baseline,4.09599999,-1
80,baseline,5.11999987,-1
81,baseline,5.11999987,-1
82,baseline,4.09599999,-1
83,baseline,25.5999994,-1
84,baseline,5.11999987,-1
85,baseline,5.11999987,-1
86,baseline,5.11999987,-1
87,baseline,4.4160001,-1
88,baseline,4.09599999,-1
89,baseline,4.09599999,-1
90,baseline,4.09599999,-1
91,baseline,5.11999987,-1
92,baseline,4.28800005,-1
93,baseline,4.09599999,-1
94,baseline,4.09599999,-1
95,baseline,5.11999987,-1
96,baseline,4.38399985,-1
97,baseline,4.09599999,-1
98,baseline,5.11999987,-1
99,baseline,4.4160001,-1
100,recovery,4.09599999,2.04799999
101,recovery,4.09599999,8.19199998
102,recovery,5.11999987,13.3119998
103,recovery,4.09599999,19.4559991
104,recovery,4.09599999,25.5999994
105,recovery,5.11999987,30.7199992
106,recovery,4.28800005,36.8640013
107,recovery,4.09599999,43.0079997
108,recovery,4.09599999,48.1280014
109,recovery,4.09599999,54.2719997
110,recovery,4.09599999,59.3920015
111,recovery,4.09599999,65.5359998
112,recovery,4.4160001,70.6560016
113,recovery,4.09599999,76.8000036
114,recovery,5.11999987,81.9199979
115,recovery,4.12799977,88.064
116,recovery,5.11999987,93.1840017
117,recovery,4.09599999,99.3279964
118,recovery,4.09599999,105.471998
119,recovery,4.09599999,110.592
120,recovery,5.11999987,115.712002
121,recovery,4.38399985,121.855997
122,recovery,4.09599999,128.000006
123,recovery,4.09599999,133.12
124,recovery,4.09599999,139.264002
125,recovery,4.09599999,144.383997
126,recovery,4.09599999,150.527999
127,recovery,5.11999987,155.647993
128,recovery,4.09599999,161.791995
129,recovery,5.11999987,166.912004
130,recovery,4.09599999,173.056006
131,recovery,5.11999987,178.176001
132,recovery,4.09599999,184.320003
133,recovery,4.09599999,190.464005
134,recovery,4.09599999,195.583999
135,recovery,4.12799977,201.728001
136,recovery,4.09599999,207.872003
137,recovery,4.09599999,214.016005
138,recovery,4.09599999,220.159993
139,recovery,4.09599999,226.303995
140,recovery,5.11999987,231.424004
141,recovery,4.09599999,237.568006
142,recovery,4.09599999,243.711993
143,recovery,5.11999987,248.832002
144,recovery,4.09599999,254.976004
145,recovery,4.09599999,261.119992
146,recovery,4.09599999,267.264009
147,recovery,4.09599999,273.407996
148,recovery,5.11999987,282.624006
149,recovery,5.11999987,288.767993
150,recovery,5.11999987,294.91201
151,recovery,4.09599999,301.055998
152,recovery,5.11999987,307.200015
153,recovery,5.11999987,313.344002
154,recovery,4.09599999,319.487989
155,recovery,4.09599999,325.632006
156,recovery,4.09599999,331.775993
157,recovery,4.09599999,337.92001
158,recovery,5.11999987,343.039989
159,recovery,5.11999987,349.184006
160,recovery,4.09599999,355.327994
161,recovery,4.09599999,361.472011
162,recovery,5.11999987,366.59199
163,recovery,5.11999987,372.736007
164,recovery,5.11999987,378.879994
165,recovery,4.09599999,385.024011
166,recovery,4.09599999,391.167998
167,recovery,4.09599999,397.311985
168,recovery,5.11999987,402.431995
169,recovery,5.11999987,408.576012
170,recovery,4.38399985,415.744007
171,recovery,5.11999987,421.887994
172,recovery,5.11999987,428.032011
173,recovery,5.11999987,434.175998
174,recovery,4.09599999,441.343993
175,recovery,4.09599999,447.48801
176,recovery,4.09599999,453.631997
177,recovery,4.09599999,459.776014
178,recovery,5.11999987,464.895993
179,recovery,5.11999987,471.04001
180,recovery,4.12799977,478.208005
181,recovery,4.09599999,484.351993
182,recovery,4.09599999,490.49601
183,recovery,5.11999987,496.639997
184,recovery,5.11999987,502.784014
185,recovery,5.11999987,508.928001
186,recovery,4.09599999,516.095996
187,recovery,5.11999987,521.215975
188,recovery,5.11999987,527.360022
189,recovery,5.11999987,533.504009
190,recovery,5.11999987,539.647996
191,recovery,5.11999987,545.791984
192,recovery,5.11999987,551.935971
193,recovery,4.22400003,558.080018
194,recovery,4.09599999,564.224005
195,recovery,4.09599999,570.367992
196,recovery,4.09599999,576.511979
197,recovery,4.09599999,582.656026
198,recovery,5.11999987,587.776005
199,recovery,4.12799977,594.944
