sample,phase,victim_latency_us,time_since_interference_end_us
104,recovery,8.19199998,95.2320024
105,recovery,8.19199998,104.447998
106,recovery,8.19199998,114.688002
107,recovery,8.19199998,123.903997
108,recovery,9.21600033,133.12
109,recovery,8.19199998,143.360004
110,recovery,9.21600033,152.575999
111,recovery,8.19199998,162.816003
112,recovery,8.35200027,172.031999
113,recovery,8.19199998,182.272002
114,recovery,8.19199998,191.487998
115,recovery,8.19199998,200.703993
116,recovery,8.19199998,210.943997
117,recovery,8.48000031,220.159993
118,recovery,8.19199998,230.399996
119,recovery,8.19199998,239.616007
120,recovery,9.21600033,248.832002
121,recovery,8.25599954,259.072006
122,recovery,8.19199998,269.311994
123,recovery,9.21600033,278.528005
124,recovery,8.22400022,288.767993
125,recovery,8.19199998,299.008012
126,recovery,8.22400022,308.223993
127,recovery,8.19199998,318.464011
128,recovery,8.48000031,327.679992
129,recovery,8.19199998,337.92001
130,recovery,8.19199998,348.159999
131,recovery,8.19199998,358.399987
132,recovery,8.19199998,367.615998
133,recovery,8.19199998,377.855986
134,recovery,8.19199998,388.096005
135,recovery,8.38399958,397.311985
136,recovery,8.22400022,407.552004
137,recovery,8.19199998,417.791992
138,recovery,8.19199998,427.008003
139,recovery,8.19199998,437.247992
140,recovery,9.21600033,446.464002
141,recovery,8.19199998,456.703991
142,recovery,8.19199998,466.944009
143,recovery,8.19199998,476.15999
144,recovery,8.19199998,486.400008
145,recovery,8.19199998,495.615989
146,recovery,8.19199998,505.855978
147,recovery,8.44800007,515.071988
148,recovery,8.19199998,525.312006
149,recovery,8.32000002,534.528017
150,recovery,8.19199998,544.767976
151,recovery,8.19199998,555.007994
152,recovery,8.19199998,564.224005
153,recovery,8.19199998,574.464023
154,recovery,8.32000002,583.679974
155,recovery,8.19199998,593.919992
156,recovery,8.54399987,603.136003
157,recovery,8.19199998,613.376021
158,recovery,8.19199998,622.591972
159,recovery,8.19199998,632.831991
160,recovery,9.21600033,642.048001
161,recovery,8.38399958,652.28802
162,recovery,8.19199998,662.527978
163,recovery,9.21600033,671.743989
164,recovery,8.19199998,681.984007
165,recovery,8.35200027,691.200018
166,recovery,8.19199998,701.439977
167,recovery,8.19199998,711.679995
168,recovery,8.22400022,720.896006
169,recovery,8.19199998,731.136024
170,recovery,9.21600033,740.351975
171,recovery,8.19199998,750.591993
172,recovery,8.19199998,759.808004
173,recovery,8.19199998,770.048022
174,recovery,9.21600033,779.263973
175,recovery,8.19199998,789.503992
176,recovery,9.21600033,798.720002
177,recovery,8.19199998,808.960021
178,recovery,9.21600033,818.175972
179,recovery,9.21600033,828.41599
180,recovery,9.21600033,838.656008
181,recovery,8.38399958,848.896027
182,recovery,8.19199998,859.135985
183,recovery,8.48000031,869.376004
184,recovery,8.32000002,879.616022
185,recovery,9.21600033,889.855981
186,recovery,9.21600033,900.095999
187,recovery,8.19199998,911.360025
188,recovery,8.19199998,921.599984
189,recovery,8.19199998,931.840003
190,recovery,9.21600033,942.080021
191,recovery,8.19199998,952.31998
192,recovery,8.19199998,962.559998
193,recovery,8.51199962,972.800016
194,recovery,8.19199998,983.039975
195,recovery,9.21600033,992.255986
196,recovery,8.19199998,1003.52001
197,recovery,8.54399987,1013.75997
198,recovery,8.28799978,1024.00005
199,recovery,9.21600033,1034.24001
