sample,phase,victim_latency_us,time_since_interference_end_us
0,baseline,11.2640001,-1
1,baseline,9.21600033,-1
2,baseline,7.1680001,-1
3,baseline,6.14400022,-1
4,baseline,6.176,-1
5,baseline,6.14400022,-1
6,baseline,6.14400022,-1
7,baseline,8.19199998,-1
8,baseline,8.19199998,-1
9,baseline,12.2880004,-1
10,baseline,8.19199998,-1
11,baseline,7.1680001,-1
12,baseline,7.1680001,-1
13,baseline,7.1680001,-1
14,baseline,7.1680001,-1
15,baseline,6.14400022,-1
16,baseline,6.14400022,-1
17,baseline,7.1680001,-1
18,baseline,8.19199998,-1
19,baseline,9.21600033,-1
20,baseline,9.21600033,-1
21,baseline,9.21600033,-1
22,baseline,7.1680001,-1
23,baseline,7.1680001,-1
24,baseline,7.1680001,-1
25,baseline,6.20799977,-1
26,baseline,6.14400022,-1
27,baseline,6.14400022,-1
28,baseline,6.14400022,-1
29,baseline,6.39999984,-1
30,baseline,6.14400022,-1
31,baseline,8.19199998,-1
32,baseline,10.2399997,-1
33,baseline,12.2880004,-1
34,baseline,8.19199998,-1
35,baseline,9.21600033,-1
36,baseline,9.21600033,-1
37,baseline,6.14400022,-1
38,baseline,6.14400022,-1
39,baseline,6.24000002,-1
40,baseline,7.1680001,-1
41,baseline,7.1680001,-1
42,baseline,7.1680001,-1
43,baseline,7.1680001,-1
44,baseline,7.1680001,-1
45,baseline,7.1680001,-1
46,baseline,9.21600033,-1
47,baseline,9.21600033,-1
48,baseline,8.19199998,-1
49,baseline,6.14400022,-1
50,baseline,6.39999984,-1
51,baseline,6.14400022,-1
52,baseline,6.14400022,-1
53,baseline,6.20799977,-1
54,baseline,7.1680001,-1
55,baseline,10.2399997,-1
56,baseline,9.21600033,-1
57,baseline,14.3360002,-1
58,baseline,11.2640001,-1
59,baseline,10.2399997,-1
60,baseline,6.176,-1
61,baseline,7.1680001,-1
62,baseline,6.14400022,-1
63,baseline,6.14400022,-1
64,baseline,6.14400022,-1
65,baseline,7.1680001,-1
66,baseline,6.14400022,-1
67,baseline,8.19199998,-1
68,baseline,9.21600033,-1
69,baseline,8.19199998,-1
70,baseline,8.19199998,-1
71,baseline,11.2640001,-1
72,baseline,10.2399997,-1
73,baseline,8.19199998,-1
74,baseline,6.14400022,-1
75,baseline,6.14400022,-1
76,baseline,6.14400022,-1
77,baseline,10.2399997,-1
78,baseline,9.21600033,-1
79,baseline,7.1680001,-1
80,baseline,7.1680001,-1
81,baseline,9.21600033,-1
82,baseline,9.21600033,-1
83,baseline,8.19199998,-1
84,baseline,6.14400022,-1
85,baseline,6.14400022,-1
86,baseline,6.14400022,-1
87,baseline,7.1680001,-1
88,baseline,8.19199998,-1
89,baseline,12.2880004,-1
90,baseline,9.21600033,-1
