sample,phase,victim_latency_ms,recovery_index,time_since_interference_end_ms
0,baseline,0.592895985,,
1,baseline,0.595968008,,
2,baseline,0.591040015,,
3,baseline,0.594208002,,
4,baseline,0.593919992,,
5,baseline,0.591871977,,
6,baseline,0.547839999,,
7,baseline,0.613376021,,
8,baseline,0.611263990,,
9,baseline,0.593216002,,
10,baseline,0.589824021,,
11,baseline,0.592895985,,
12,baseline,0.592895985,,
13,baseline,0.595968008,,
14,baseline,0.589792013,,
15,baseline,0.585727990,,
16,baseline,0.595968008,,
17,baseline,0.592895985,,
18,baseline,0.592671990,,
19,baseline,0.542720020,,
20,baseline,0.614400029,,
21,baseline,0.610624015,,
22,baseline,0.590848029,,
23,baseline,0.596063972,,
24,baseline,0.591871977,,
25,baseline,0.598016024,,
26,baseline,0.592639983,,
27,baseline,0.594079971,,
28,baseline,0.593855977,,
29,baseline,0.590848029,,
30,baseline,0.594976008,,
31,baseline,0.589663982,,
32,baseline,0.541696012,,
33,baseline,0.600063980,,
34,baseline,0.616447985,,
35,baseline,0.590848029,,
36,baseline,0.592895985,,
37,baseline,0.589824021,,
38,baseline,0.596992016,,
39,baseline,0.593919992,,
40,baseline,0.596992016,,
41,baseline,0.592607975,,
42,baseline,0.589856029,,
43,baseline,0.595936000,,
44,baseline,0.591072023,,
45,baseline,0.542720020,,
46,baseline,0.602111995,,
47,baseline,0.620544016,,
48,baseline,0.590848029,,
49,baseline,0.591584027,,
50,baseline,0.590848029,,
51,baseline,0.590943992,,
52,baseline,0.591871977,,
53,baseline,0.590687990,,
54,baseline,0.589919984,,
55,baseline,0.592895985,,
56,baseline,0.590848029,,
57,baseline,0.590848029,,
58,baseline,0.594944000,,
59,baseline,0.600063980,,
60,baseline,0.614400029,,
61,baseline,0.611328006,,
62,baseline,0.586751997,,
63,baseline,0.592895985,,
64,baseline,0.593728006,,
65,baseline,0.594944000,,
66,baseline,0.594944000,,
67,baseline,0.590848029,,
68,baseline,0.592895985,,
69,baseline,0.595712006,,
70,baseline,0.592032015,,
71,baseline,0.595968008,,
72,baseline,0.579584002,,
73,baseline,0.596992016,,
74,baseline,0.617471993,,
75,baseline,0.613376021,,
76,baseline,0.592159986,,
77,baseline,0.593919992,,
78,baseline,0.592992008,,
79,baseline,0.594175994,,
80,baseline,0.593056023,,
81,baseline,0.592895985,,
82,baseline,0.591135979,,
83,baseline,0.589919984,,
84,baseline,0.594944000,,
85,baseline,0.592895985,,
86,baseline,0.595968008,,
87,baseline,0.623615980,,
88,baseline,0.611328006,,
89,baseline,0.593056023,,
90,baseline,0.585919976,,
91,baseline,0.595135987,,
92,baseline,0.591871977,,
93,baseline,0.595968008,,
94,baseline,0.595968008,,
95,baseline,0.591871977,,
96,baseline,0.597663999,,
97,baseline,0.591711998,,
98,baseline,0.591776013,,
99,baseline,0.590848029,,
0,interference,1.388543963,,
1,interference,1.387519956,,
2,interference,1.384448051,,
3,interference,1.672191978,,
4,interference,1.386495948,,
5,interference,1.387519956,,
6,interference,1.841151953,,
7,interference,1.387519956,,
8,interference,1.386495948,,
9,interference,1.387519956,,
10,interference,1.662976027,,
11,interference,1.387519956,,
12,interference,1.400832057,,
13,interference,1.389567971,,
14,interference,1.388543963,,
15,interference,1.387519956,,
16,interference,1.832960010,,
17,interference,1.386495948,,
18,interference,1.387519956,,
19,interference,1.388543963,,
20,interference,1.387519956,,
21,interference,1.437695980,,
22,interference,1.923071980,,
23,interference,1.467391968,,
24,interference,1.464319944,,
25,interference,1.463296056,,
26,interference,1.465343952,,
27,interference,1.464319944,,
28,interference,1.921023965,,
29,interference,1.463296056,,
30,interference,1.466367960,,
31,interference,1.465343952,,
32,interference,1.465343952,,
33,interference,0.763903975,,
0,recovery,0.527360022,0,0.697344005
1,recovery,0.593919992,1,1.231871963
2,recovery,0.615423977,2,1.836032033
3,recovery,0.590848029,3,2.457600117
4,recovery,0.586719990,4,3.054624081
5,recovery,0.594944000,5,3.648511887
6,recovery,0.534528017,6,4.495359898
7,recovery,0.566272020,7,5.037055969
8,recovery,0.581632018,8,5.609471798
9,recovery,0.587007999,9,6.197247982
10,recovery,0.588800013,10,6.790143967
11,recovery,0.591776013,11,7.384416103
12,recovery,0.544767976,12,8.396800041
13,recovery,0.609311998,13,8.947711945
14,recovery,0.614304006,14,9.563232422
15,recovery,0.592895985,15,10.182656288
16,recovery,0.592895985,16,10.780672073
17,recovery,0.590848029,17,11.378687859
18,recovery,0.594944000,18,11.974656105
19,recovery,0.590752006,19,12.575839996
20,recovery,0.593919992,20,13.171711922
21,recovery,0.591871977,21,13.769727707
22,recovery,0.595583975,22,14.366080284
23,recovery,0.593695998,23,14.965984344
24,recovery,0.595232010,24,15.564800262
25,recovery,0.539647996,25,16.580608368
26,recovery,0.606208026,26,17.127424240
27,recovery,0.615423977,27,17.737888336
28,recovery,0.586751997,28,18.359296799
29,recovery,0.593919992,29,18.951168060
30,recovery,0.593919992,30,19.551231384
31,recovery,0.585919976,31,20.150272369
32,recovery,0.588512003,32,20.741407394
33,recovery,0.593695998,33,21.335264206
34,recovery,0.592895985,34,21.934080124
35,recovery,0.596671999,35,22.531391144
36,recovery,0.589824021,36,23.133184433
37,recovery,0.590016007,37,23.728128433
38,recovery,0.591871977,38,24.323072433
39,recovery,0.536575973,39,25.335807800
40,recovery,0.597952008,40,25.876544952
41,recovery,0.622304022,41,26.480928421
42,recovery,0.590848029,42,27.115520477
43,recovery,0.592895985,43,27.711488724
44,recovery,0.591711998,44,28.309663773
45,recovery,0.590848029,45,28.906496048
46,recovery,0.592768013,46,29.503616333
47,recovery,0.592895985,47,30.102527618
48,recovery,0.591520011,48,30.700895309
49,recovery,0.592895985,49,31.297536850
50,recovery,0.592800021,50,31.895647049
51,recovery,0.593919992,51,32.493568420
52,recovery,0.534528017,52,33.362945557
53,recovery,0.615423977,53,33.908737183
54,recovery,0.615423977,54,34.539520264
55,recovery,0.591871977,55,35.167232513
56,recovery,0.592895985,56,35.765247345
57,recovery,0.590848029,57,36.363262177
58,recovery,0.590048015,58,36.959392548
59,recovery,0.592639983,59,37.555454254
60,recovery,0.592895985,60,38.154239655
61,recovery,0.590848029,61,38.752254486
62,recovery,0.594944000,62,39.348224640
63,recovery,0.596736014,63,39.948543549
64,recovery,0.593919992,64,40.551422119
65,recovery,0.533504009,65,41.419776917
66,recovery,0.619520009,66,41.965568542
67,recovery,0.617471993,67,42.597377777
68,recovery,0.595968008,68,43.222015381
69,recovery,0.586751997,69,43.824127197
70,recovery,0.601087987,70,44.416000366
71,recovery,0.595968008,71,45.022209167
72,recovery,0.592895985,72,45.623294830
73,recovery,0.589984000,73,46.222335815
74,recovery,0.591871977,74,46.818302155
75,recovery,0.594944000,75,47.415294647
76,recovery,0.593024015,76,48.015392303
77,recovery,0.598016024,77,48.613376617
78,recovery,0.596704006,78,49.215774536
79,recovery,0.537599981,79,50.088958740
80,recovery,0.627712011,80,50.633728027
81,recovery,0.618496001,81,51.273727417
82,recovery,0.593919992,82,51.911678314
83,recovery,0.599039972,83,52.511745453
84,recovery,0.590848029,84,53.115905762
85,recovery,0.592607975,85,53.712158203
86,recovery,0.592895985,86,54.309886932
87,recovery,0.591776013,87,54.909023285
88,recovery,0.588800013,88,55.506942749
89,recovery,0.592895985,89,56.100864410
90,recovery,0.597024024,90,56.698879242
91,recovery,0.594944000,91,57.302017212
92,recovery,0.530431986,92,58.173439026
93,recovery,0.617471993,93,58.711040497
94,recovery,0.608255982,94,59.336704254
95,recovery,0.598016024,95,59.950080872
96,recovery,0.590848029,96,60.554241180
97,recovery,0.593919992,97,61.150207520
98,recovery,0.594784021,98,61.749664307
99,recovery,0.596992016,99,62.350334167
