sample,phase,victim_latency_us,time_since_interference_end_us
108,recovery,9.21600033,90.1120007
109,recovery,9.24799964,101.375997
110,recovery,9.27999988,112.640001
111,recovery,9.21600033,123.903997
112,recovery,9.21600033,134.143993
113,recovery,9.21600033,145.408005
114,recovery,9.21600033,155.647993
115,recovery,9.21600033,166.912004
116,recovery,9.21600033,178.176001
117,recovery,9.21600033,188.416004
118,recovery,10.2399997,199.680001
119,recovery,9.21600033,210.943997
120,recovery,9.21600033,221.184
121,recovery,9.21600033,232.447997
122,recovery,9.21600033,243.711993
123,recovery,9.21600033,254.976004
124,recovery,9.21600033,266.240001
125,recovery,10.2399997,276.479989
126,recovery,10.2399997,287.743986
127,recovery,9.21600033,299.008012
128,recovery,10.2399997,309.248
129,recovery,9.34400037,320.511997
130,recovery,9.50399972,331.775993
131,recovery,9.21600033,343.039989
132,recovery,9.21600033,354.303986
133,recovery,9.21600033,365.568012
134,recovery,9.21600033,375.808001
135,recovery,9.21600033,387.071997
136,recovery,9.21600033,398.335993
137,recovery,9.21600033,408.576012
138,recovery,10.2399997,418.816
139,recovery,9.21600033,430.079997
140,recovery,10.2399997,440.319985
141,recovery,9.40799993,451.584011
142,recovery,9.21600033,462.848008
143,recovery,9.21600033,474.112004
144,recovery,10.2399997,484.351993
145,recovery,9.21600033,496.639997
146,recovery,9.21600033,506.879985
147,recovery,9.21600033,517.120004
148,recovery,9.21600033,528.38397
149,recovery,9.21600033,538.623989
150,recovery,9.21600033,548.864007
151,recovery,9.21600033,560.127974
152,recovery,9.21600033,570.367992
153,recovery,9.60000046,580.60801
154,recovery,9.21600033,591.871977
155,recovery,9.21600033,602.111995
156,recovery,9.21600033,612.352014
157,recovery,9.21600033,623.61598
158,recovery,9.21600033,633.855999
159,recovery,9.21600033,644.096017
160,recovery,10.2399997,654.335976
161,recovery,9.21600033,665.600002
162,recovery,9.21600033,675.84002
163,recovery,9.21600033,687.103987
164,recovery,9.21600033,697.344005
165,recovery,9.21600033,707.584023
166,recovery,8.54399987,718.84799
167,recovery,9.21600033,729.088008
168,recovery,9.21600033,739.328027
169,recovery,10.2399997,749.567986
170,recovery,9.21600033,760.832012
171,recovery,9.21600033,771.07197
172,recovery,9.21600033,781.311989
173,recovery,9.21600033,792.576015
174,recovery,9.21600033,802.815974
175,recovery,9.34400037,813.055992
176,recovery,9.21600033,824.320018
177,recovery,9.21600033,834.559977
178,recovery,9.24799964,844.799995
179,recovery,9.21600033,855.040014
180,recovery,9.21600033,866.30398
181,recovery,9.31200013,876.543999
182,recovery,8.19199998,887.808025
183,recovery,9.21600033,898.047984
184,recovery,9.21600033,908.288002
185,recovery,9.21600033,918.52802
186,recovery,9.21600033,929.791987
187,recovery,9.21600033,940.032005
188,recovery,8.19199998,951.295972
189,recovery,9.21600033,961.53599
190,recovery,9.21600033,971.776009
191,recovery,9.21600033,983.039975
192,recovery,9.21600033,993.279994
193,recovery,9.50399972,1003.52001
194,recovery,9.21600033,1014.78398
195,recovery,9.21600033,1025.02406
196,recovery,10.2399997,1035.26402
197,recovery,9.21600033,1046.52798
198,recovery,9.21600033,1057.79195
199,recovery,9.21600033,1068.03203
