sample,phase,victim_latency_ms,recovery_index
0,baseline,0.526336014,-1
1,baseline,0.583679974,-1
2,baseline,0.591584027,-1
3,baseline,0.589471996,-1
4,baseline,0.596992016,-1
5,baseline,0.616447985,-1
6,baseline,0.546815991,-1
7,baseline,0.587776005,-1
8,baseline,0.594944,-1
9,baseline,0.590848029,-1
10,baseline,0.594784021,-1
11,baseline,0.59907198,-1
12,baseline,0.592895985,-1
13,baseline,0.591871977,-1
14,baseline,0.596992016,-1
15,baseline,0.597728014,-1
16,baseline,0.59523201,-1
17,baseline,0.540672004,-1
18,baseline,0.594944,-1
19,baseline,0.608511984,-1
20,baseline,0.593919992,-1
21,baseline,0.592895985,-1
22,baseline,0.598303974,-1
23,baseline,0.595200002,-1
24,baseline,0.595968008,-1
25,baseline,0.598016024,-1
26,baseline,0.591615975,-1
27,baseline,0.587776005,-1
28,baseline,0.596639991,-1
29,baseline,0.592895985,-1
30,baseline,0.594944,-1
31,baseline,0.541696012,-1
32,baseline,0.617471993,-1
33,baseline,0.618496001,-1
34,baseline,0.594944,-1
35,baseline,0.596992016,-1
36,baseline,0.594944,-1
37,baseline,0.590848029,-1
38,baseline,0.594944,-1
39,baseline,0.60006398,-1
40,baseline,0.596704006,-1
41,baseline,0.591871977,-1
42,baseline,0.590848029,-1
43,baseline,0.589824021,-1
44,baseline,0.54272002,-1
45,baseline,0.591871977,-1
46,baseline,0.625631988,-1
47,baseline,0.596992016,-1
48,baseline,0.589824021,-1
49,baseline,0.590848029,-1
50,baseline,0.591744006,-1
51,baseline,0.592895985,-1
52,baseline,0.589824021,-1
53,baseline,0.588800013,-1
54,baseline,0.595968008,-1
55,baseline,0.590848029,-1
56,baseline,0.597855985,-1
57,baseline,0.589824021,-1
58,baseline,0.621568024,-1
59,baseline,0.613376021,-1
60,baseline,0.594944,-1
61,baseline,0.592832029,-1
62,baseline,0.592895985,-1
63,baseline,0.589824021,-1
64,baseline,0.587776005,-1
65,baseline,0.591808021,-1
66,baseline,0.589824021,-1
67,baseline,0.591808021,-1
68,baseline,0.589824021,-1
69,baseline,0.601952016,-1
70,baseline,0.591647983,-1
71,baseline,0.593919992,-1
72,baseline,0.618496001,-1
73,baseline,0.607231975,-1
74,baseline,0.60006398,-1
75,baseline,0.586751997,-1
76,baseline,0.591871977,-1
77,baseline,0.595968008,-1
78,baseline,0.593919992,-1
79,baseline,0.585919976,-1
80,baseline,0.592800021,-1
81,baseline,0.592895985,-1
82,baseline,0.592064023,-1
83,baseline,0.595744014,-1
84,baseline,0.593919992,-1
85,baseline,0.617471993,-1
86,baseline,0.618496001,-1
87,baseline,0.590848029,-1
88,baseline,0.592832029,-1
89,baseline,0.591711998,-1
90,baseline,0.592895985,-1
91,baseline,0.599904001,-1
92,baseline,0.590848029,-1
93,baseline,0.590560019,-1
94,baseline,0.591871977,-1
95,baseline,0.593919992,-1
96,baseline,0.592895985,-1
97,baseline,0.599039972,-1
98,baseline,0.595968008,-1
99,baseline,0.615423977,-1
100,interference,0.659456015,-1
101,interference,0.574464023,-1
102,interference,0.568319976,-1
103,interference,0.571392,-1
104,interference,0.575487971,-1
105,interference,0.568319976,-1
106,interference,0.575487971,-1
107,interference,0.876543999,-1
108,interference,0.567296028,-1
109,interference,0.568319976,-1
110,interference,0.568319976,-1
111,interference,0.568319976,-1
112,interference,0.568319976,-1
113,interference,0.567296028,-1
114,interference,1.05267203,-1
115,interference,0.589824021,-1
116,interference,0.586751997,-1
117,interference,0.567296028,-1
118,interference,0.567296028,-1
119,interference,0.568319976,-1
120,interference,0.569343984,-1
121,interference,0.568319976,-1
122,interference,0.568319976,-1
123,interference,0.570367992,-1
124,interference,0.567296028,-1
125,interference,1.06291199,-1
126,interference,0.588800013,-1
127,interference,0.588800013,-1
128,interference,0.573440015,-1
129,interference,0.569343984,-1
130,interference,0.572416008,-1
131,interference,0.567296028,-1
132,interference,0.568319976,-1
133,interference,0.570367992,-1
134,interference,0.569343984,-1
135,interference,0.569343984,-1
136,interference,0.569343984,-1
137,interference,0.569343984,-1
138,interference,0.568319976,-1
139,interference,1.05779195,-1
140,interference,0.594944,-1
141,interference,0.593919992,-1
142,interference,0.577535987,-1
143,interference,0.570367992,-1
144,interference,0.56627202,-1
145,interference,0.567296028,-1
146,interference,0.569343984,-1
147,interference,0.567296028,-1
148,interference,0.568319976,-1
149,interference,0.567296028,-1
150,interference,0.568319976,-1
151,interference,0.568319976,-1
152,interference,0.568319976,-1
153,interference,0.780287981,-1
154,interference,0.581632018,-1
155,interference,0.588800013,-1
156,interference,0.586751997,-1
157,interference,0.567296028,-1
158,interference,0.569343984,-1
159,interference,0.568319976,-1
160,interference,0.569343984,-1
161,interference,0.568319976,-1
162,interference,0.568319976,-1
163,interference,0.567296028,-1
164,interference,0.569343984,-1
165,interference,0.568319976,-1
166,interference,0.568319976,-1
167,interference,0.568319976,-1
168,interference,0.798720002,-1
169,interference,0.595968008,-1
170,interference,0.591871977,-1
171,interference,0.577535987,-1
172,interference,0.568319976,-1
173,interference,0.569343984,-1
174,interference,0.56627202,-1
175,interference,0.568319976,-1
176,interference,0.567296028,-1
177,interference,0.56627202,-1
178,interference,0.569343984,-1
179,interference,0.569343984,-1
180,interference,0.568319976,-1
181,interference,0.56627202,-1
182,interference,0.788479984,-1
183,interference,0.587776005,-1
184,interference,0.584703982,-1
185,interference,0.582656026,-1
186,interference,0.568319976,-1
187,interference,0.571392,-1
188,interference,0.568319976,-1
189,interference,0.568319976,-1
190,interference,0.568319976,-1
191,interference,0.568319976,-1
192,interference,0.567296028,-1
193,interference,0.790527999,-1
194,interference,0.587776005,-1
195,interference,0.592895985,-1
196,interference,0.575487971,-1
197,interference,0.567296028,-1
198,interference,0.568319976,-1
199,interference,0.568319976,-1
200,recovery,0.547839999,0
201,recovery,0.614400029,1
202,recovery,0.602111995,2
203,recovery,0.592895985,3
204,recovery,0.59366399,4
205,recovery,0.587743998,5
206,recovery,0.533504009,6
207,recovery,0.579584002,7
208,recovery,0.589824021,8
209,recovery,0.591871977,9
210,recovery,0.590463996,10
211,recovery,0.541696012,11
212,recovery,0.603136003,12
213,recovery,0.619615972,13
214,recovery,0.592639983,14
215,recovery,0.594944,15
216,recovery,0.593919992,16
217,recovery,0.592000008,17
218,recovery,0.597696006,18
219,recovery,0.589824021,19
220,recovery,0.593919992,20
221,recovery,0.595968008,21
222,recovery,0.583679974,22
223,recovery,0.593919992,23
224,recovery,0.593919992,24
225,recovery,0.544767976,25
226,recovery,0.599039972,26
227,recovery,0.610303998,27
228,recovery,0.593824029,28
229,recovery,0.598016024,29
230,recovery,0.590816021,30
231,recovery,0.592895985,31
