sample,phase,victim_latency_ms,recovery_index,time_since_interference_end_ms
0,baseline,0.60006398,-1,-1
1,baseline,0.659456015,-1,-1
2,baseline,0.67484802,-1,-1
3,baseline,0.687103987,-1,-1
4,baseline,0.703487992,-1,-1
5,baseline,0.691232026,-1,-1
6,baseline,0.685055971,-1,-1
7,baseline,0.684768021,-1,-1
8,baseline,0.674687982,-1,-1
9,baseline,0.673792005,-1,-1
10,baseline,0.674816012,-1,-1
11,baseline,0.67881602,-1,-1
12,baseline,0.672767997,-1,-1
13,baseline,0.680607975,-1,-1
14,baseline,0.689152002,-1,-1
15,baseline,0.700416028,-1,-1
16,baseline,0.697023988,-1,-1
17,baseline,0.672767997,-1,-1
18,baseline,0.678911984,-1,-1
19,baseline,0.674751997,-1,-1
20,baseline,0.677887976,-1,-1
21,baseline,0.679935992,-1,-1
22,baseline,0.676864028,-1,-1
23,baseline,0.673632026,-1,-1
24,baseline,0.678911984,-1,-1
25,baseline,0.68096,-1,-1
26,baseline,0.689152002,-1,-1
27,baseline,0.710655987,-1,-1
28,baseline,0.687103987,-1,-1
29,baseline,0.675808012,-1,-1
30,baseline,0.676864028,-1,-1
31,baseline,0.673792005,-1,-1
32,baseline,0.670719981,-1,-1
33,baseline,0.676864028,-1,-1
34,baseline,0.677887976,-1,-1
35,baseline,0.676735997,-1,-1
36,baseline,0.673088014,-1,-1
37,baseline,0.669695973,-1,-1
38,baseline,0.684032023,-1,-1
39,baseline,0.710655987,-1,-1
40,baseline,0.69017601,-1,-1
41,baseline,0.682752013,-1,-1
42,baseline,0.669695973,-1,-1
43,baseline,0.67584002,-1,-1
44,baseline,0.671743989,-1,-1
45,baseline,0.675935984,-1,-1
46,baseline,0.675104022,-1,-1
47,baseline,0.680992007,-1,-1
48,baseline,0.672767997,-1,-1
49,baseline,0.671487987,-1,-1
50,baseline,0.687103987,-1,-1
51,baseline,0.705536008,-1,-1
52,baseline,0.687103987,-1,-1
53,baseline,0.672767997,-1,-1
54,baseline,0.67584002,-1,-1
55,baseline,0.668672025,-1,-1
56,baseline,0.672544003,-1,-1
57,baseline,0.67356801,-1,-1
58,baseline,0.678911984,-1,-1
59,baseline,0.680992007,-1,-1
60,baseline,0.67584002,-1,-1
61,baseline,0.678623974,-1,-1
62,baseline,0.685055971,-1,-1
63,baseline,0.707584023,-1,-1
64,baseline,0.688127995,-1,-1
65,baseline,0.673792005,-1,-1
66,baseline,0.677856028,-1,-1
67,baseline,0.67782402,-1,-1
68,baseline,0.672767997,-1,-1
69,baseline,0.679840028,-1,-1
70,baseline,0.671743989,-1,-1
71,baseline,0.678911984,-1,-1
72,baseline,0.67584002,-1,-1
73,baseline,0.679744005,-1,-1
74,baseline,0.685055971,-1,-1
75,baseline,0.708607972,-1,-1
76,baseline,0.697344005,-1,-1
77,baseline,0.674719989,-1,-1
78,baseline,0.683008015,-1,-1
79,baseline,0.67683202,-1,-1
80,baseline,0.676768005,-1,-1
81,baseline,0.672767997,-1,-1
82,baseline,0.678175986,-1,-1
83,baseline,0.678784013,-1,-1
84,baseline,0.676608026,-1,-1
85,baseline,0.667648017,-1,-1
86,baseline,0.711679995,-1,-1
87,baseline,0.706560016,-1,-1
88,baseline,0.684032023,-1,-1
89,baseline,0.678655982,-1,-1
90,baseline,0.677024007,-1,-1
91,baseline,0.678784013,-1,-1
92,baseline,0.672767997,-1,-1
93,baseline,0.674080014,-1,-1
94,baseline,0.685055971,-1,-1
95,baseline,0.672767997,-1,-1
96,baseline,0.673792005,-1,-1
97,baseline,0.677887976,-1,-1
98,baseline,0.691200018,-1,-1
99,baseline,0.704512,-1,-1
100,interference,1.17145598,-1,-1
101,interference,1.21548796,-1,-1
102,interference,1.16224003,-1,-1
103,interference,1.21343994,-1,-1
104,interference,1.21343994,-1,-1
105,interference,1.43359995,-1,-1
106,interference,1.21139205,-1,-1
107,interference,1.21548796,-1,-1
108,interference,1.21343994,-1,-1
109,interference,1.21343994,-1,-1
110,interference,1.21548796,-1,-1
111,interference,1.21036804,-1,-1
112,interference,1.42028797,-1,-1
113,interference,1.16224003,-1,-1
114,interference,1.19091201,-1,-1
115,interference,1.20627201,-1,-1
116,interference,1.20832002,-1,-1
117,interference,1.48275197,-1,-1
118,interference,1.17145598,-1,-1
119,interference,1.67219198,-1,-1
120,interference,1.20832002,-1,-1
121,interference,1.21036804,-1,-1
122,interference,1.16735995,-1,-1
123,interference,1.21446395,-1,-1
124,interference,1.21241605,-1,-1
125,interference,1.21651196,-1,-1
126,interference,1.51142395,-1,-1
127,interference,1.04447997,-1,-1
128,interference,1.03936005,-1,-1
129,interference,1.03936005,-1,-1
130,interference,1.04038405,-1,-1
131,interference,1.04345596,-1,-1
132,interference,1.04345596,-1,-1
133,interference,1.03936005,-1,-1
134,interference,1.47251201,-1,-1
135,interference,1.01273596,-1,-1
136,interference,1.04038405,-1,-1
137,interference,1.04447997,-1,-1
138,interference,1.01683199,-1,-1
139,interference,1.03833604,-1,-1
140,interference,1.31891203,-1,-1
141,interference,0.852991998,-1,-1
142,recovery,0.654367983,0,0.294239998
143,recovery,0.677887976,1,0.954367995
144,recovery,0.672767997,2,1.63737595
145,recovery,0.67584002,3,2.31628799
146,recovery,0.674080014,4,3.00031996
147,recovery,0.673792005,5,3.68025589
148,recovery,0.673792005,6,4.35916805
149,recovery,0.669408023,7,5.03836823
150,recovery,0.674816012,8,5.71289587
151,recovery,0.667648017,9,6.3928318
152,recovery,0.624639988,10,7.34412813
153,recovery,0.710655987,11,7.97593594
154,recovery,0.691200018,12,8.69171238
155,recovery,0.675711989,13,9.38815975
156,recovery,0.67584002,14,10.0689917
157,recovery,0.672479987,15,10.7502403
158,recovery,0.679871976,16,11.4279041
159,recovery,0.673792005,17,12.1159678
160,recovery,0.673792005,18,12.7948799
161,recovery,0.670431972,19,13.4740801
162,recovery,0.676895976,20,14.1496964
163,recovery,0.630783975,21,15.1111679
164,recovery,0.714752018,22,15.7480965
165,recovery,0.688127995,23,16.47616
166,recovery,0.676800013,24,17.1694717
167,recovery,0.674880028,25,17.8525448
168,recovery,0.677887976,26,18.5333767
169,recovery,0.679199994,27,19.2184315
170,recovery,0.679040015,28,19.9037113
171,recovery,0.678143978,29,20.5885448
172,recovery,0.677887976,30,25.7566719
173,recovery,0.606208026,31,26.7253761
174,recovery,0.696319997,32,27.3489914
175,recovery,0.708607972,33,28.0504322
176,recovery,0.691039979,34,28.7684155
177,recovery,0.67584002,35,29.4655991
178,recovery,0.678911984,36,30.1486073
179,recovery,0.67584002,37,30.8336639
180,recovery,0.676768005,38,31.5147209
181,recovery,0.68918401,39,32.2160645
182,recovery,0.679935992,40,32.9154549
183,recovery,0.676608026,41,33.6028175
184,recovery,0.681984007,42,34.2865906
185,recovery,0.682784021,43,34.9841614
186,recovery,0.678911984,44,35.6720657
187,recovery,0.617471993,45,36.6376953
188,recovery,0.710655987,46,37.2776947
189,recovery,0.696319997,47,38.0016632
190,recovery,0.673792005,48,38.7031021
191,recovery,0.675616026,49,39.3832626
192,recovery,0.678911984,50,40.0650253
193,recovery,0.672767997,51,40.7500801
194,recovery,0.68096,52,41.4371834
195,recovery,0.680736005,53,42.1255379
196,recovery,0.674592018,54,42.8126411
197,recovery,0.67683202,55,43.4923859
198,recovery,0.618496001,56,44.4559364
199,recovery,0.705536008,57,45.0877457
200,recovery,0.700416028,58,45.8024979
201,recovery,0.677887976,59,46.5100784
202,recovery,0.68096,60,47.1961594
203,recovery,0.677887976,61,47.8853111
204,recovery,0.677887976,62,48.5693436
205,recovery,0.678911984,63,49.257473
206,recovery,0.674816012,64,49.9435501
207,recovery,0.67584002,65,50.6245117
208,recovery,0.675743997,66,51.3086395
209,recovery,0.667680025,67,52.1164818
210,recovery,0.63795203,68,53.695488
211,recovery,0.683008015,69,54.4696312
212,recovery,0.662527978,70,55.3840637
213,recovery,0.667648017,71,56.269825
214,recovery,0.647167981,72,57.1033592
215,recovery,0.629760027,73,58.2195206
216,recovery,0.641023993,74,59.1257591
217,recovery,0.682175994,75,59.7729263
218,recovery,0.681984007,76,60.4610558
219,recovery,0.646143973,77,61.6744957
220,recovery,0.703487992,78,62.3298569
221,recovery,0.639999986,79,63.3538551
222,recovery,0.675743997,80,63.999073
223,recovery,0.668672025,81,64.6809616
224,recovery,0.680863976,82,65.3558731
225,recovery,0.672767997,83,66.0428772
226,recovery,0.676864028,84,66.7279358
227,recovery,0.676576018,85,67.4102097
228,recovery,0.677887976,86,68.092926
229,recovery,0.67584002,87,68.7769623
230,recovery,0.655359983,88,69.9822083
231,recovery,0.673792005,89,70.8454437
232,recovery,0.684032023,90,71.5386887
233,recovery,0.683008015,91,72.2391052
234,recovery,0.673983991,92,72.9282532
235,recovery,0.68096,93,73.6081924
236,recovery,0.671743989,94,74.2952957
237,recovery,0.678207994,95,74.974205
238,recovery,0.68096,96,75.6582413
239,recovery,0.679935992,97,76.4057617
240,recovery,0.674943984,98,77.0918427
241,recovery,0.653312027,99,78.2950363
