sample,phase,victim_latency_ms,recovery_index,time_since_interference_end_ms
0,baseline,0.507903993,-1,-1
1,baseline,0.559104025,-1,-1
2,baseline,0.52838397,-1,-1
3,baseline,0.587776005,-1,-1
4,baseline,0.618496001,-1,-1
5,baseline,0.588800013,-1,-1
6,baseline,0.590496004,-1,-1
7,baseline,0.592159986,-1,-1
8,baseline,0.594911993,-1,-1
9,baseline,0.60006398,-1,-1
10,baseline,0.588800013,-1,-1
11,baseline,0.591615975,-1,-1
12,baseline,0.589824021,-1,-1
13,baseline,0.595296025,-1,-1
14,baseline,0.587455988,-1,-1
15,baseline,0.534528017,-1,-1
16,baseline,0.613376021,-1,-1
17,baseline,0.611328006,-1,-1
18,baseline,0.591871977,-1,-1
19,baseline,0.588800013,-1,-1
20,baseline,0.589024007,-1,-1
21,baseline,0.590496004,-1,-1
22,baseline,0.592895985,-1,-1
23,baseline,0.593919992,-1,-1
24,baseline,0.591871977,-1,-1
25,baseline,0.593087971,-1,-1
26,baseline,0.591871977,-1,-1
27,baseline,0.58572799,-1,-1
28,baseline,0.538623989,-1,-1
29,baseline,0.619520009,-1,-1
30,baseline,0.613376021,-1,-1
31,baseline,0.592895985,-1,-1
32,baseline,0.595871985,-1,-1
33,baseline,0.587743998,-1,-1
34,baseline,0.593919992,-1,-1
35,baseline,0.60006398,-1,-1
36,baseline,0.583743989,-1,-1
37,baseline,0.587840021,-1,-1
38,baseline,0.592895985,-1,-1
39,baseline,0.594944,-1,-1
40,baseline,0.594944,-1,-1
41,baseline,0.599008024,-1,-1
42,baseline,0.54272002,-1,-1
43,baseline,0.613376021,-1,-1
44,baseline,0.612352014,-1,-1
45,baseline,0.590848029,-1,-1
46,baseline,0.596992016,-1,-1
47,baseline,0.592800021,-1,-1
48,baseline,0.593919992,-1,-1
49,baseline,0.590655982,-1,-1
50,baseline,0.598111987,-1,-1
51,baseline,0.588800013,-1,-1
52,baseline,0.592895985,-1,-1
53,baseline,0.590816021,-1,-1
54,baseline,0.592895985,-1,-1
55,baseline,0.586911976,-1,-1
56,baseline,0.530431986,-1,-1
57,baseline,0.60927999,-1,-1
58,baseline,0.615743995,-1,-1
59,baseline,0.591871977,-1,-1
60,baseline,0.595968008,-1,-1
61,baseline,0.593919992,-1,-1
62,baseline,0.584671974,-1,-1
63,baseline,0.591871977,-1,-1
64,baseline,0.60006398,-1,-1
65,baseline,0.589824021,-1,-1
66,baseline,0.592895985,-1,-1
67,baseline,0.592032015,-1,-1
68,baseline,0.593760014,-1,-1
69,baseline,0.529407978,-1,-1
70,baseline,0.612352014,-1,-1
71,baseline,0.619520009,-1,-1
72,baseline,0.592895985,-1,-1
73,baseline,0.589824021,-1,-1
74,baseline,0.596831977,-1,-1
75,baseline,0.579392016,-1,-1
76,baseline,0.595968008,-1,-1
77,baseline,0.589824021,-1,-1
78,baseline,0.593919992,-1,-1
79,baseline,0.588800013,-1,-1
80,baseline,0.594944,-1,-1
81,baseline,0.586399972,-1,-1
82,baseline,0.599871993,-1,-1
83,baseline,0.531455994,-1,-1
84,baseline,0.614400029,-1,-1
85,baseline,0.613376021,-1,-1
86,baseline,0.599039972,-1,-1
87,baseline,0.590848029,-1,-1
88,baseline,0.593887985,-1,-1
89,baseline,0.591871977,-1,-1
90,baseline,0.589824021,-1,-1
91,baseline,0.589824021,-1,-1
92,baseline,0.592832029,-1,-1
93,baseline,0.589824021,-1,-1
94,baseline,0.592895985,-1,-1
95,baseline,0.589824021,-1,-1
96,baseline,0.532480001,-1,-1
97,baseline,0.621568024,-1,-1
98,baseline,0.616447985,-1,-1
99,baseline,0.590848029,-1,-1
100,interference,0.692224026,-1,-1
101,interference,0.672767997,-1,-1
102,interference,0.669695973,-1,-1
103,interference,0.670719981,-1,-1
104,interference,0.667648017,-1,-1
105,interference,0.660480022,-1,-1
106,interference,0.664575994,-1,-1
107,interference,0.665600002,-1,-1
108,interference,0.66662401,-1,-1
109,interference,0.988160014,-1,-1
110,interference,0.697344005,-1,-1
111,interference,0.689152002,-1,-1
112,interference,0.664575994,-1,-1
113,interference,0.665600002,-1,-1
114,interference,0.665600002,-1,-1
115,interference,0.670719981,-1,-1
116,interference,0.667648017,-1,-1
117,interference,0.667648017,-1,-1
118,interference,0.664575994,-1,-1
119,interference,0.674816012,-1,-1
120,interference,0.687103987,-1,-1
121,interference,0.978944004,-1,-1
122,interference,0.726015985,-1,-1
123,interference,0.701439977,-1,-1
124,interference,0.681984007,-1,-1
125,interference,0.67584002,-1,-1
126,interference,0.674816012,-1,-1
127,interference,0.66662401,-1,-1
128,interference,0.669695973,-1,-1
129,interference,0.69529599,-1,-1
130,interference,0.679935992,-1,-1
131,interference,0.683008015,-1,-1
132,interference,0.643072009,-1,-1
133,interference,0.985087991,-1,-1
134,interference,0.707584023,-1,-1
135,interference,0.701439977,-1,-1
136,interference,0.689152002,-1,-1
137,interference,0.674816012,-1,-1
138,interference,0.683008015,-1,-1
139,interference,0.670719981,-1,-1
140,interference,0.673792005,-1,-1
141,interference,0.669695973,-1,-1
142,interference,1.439744,-1,-1
143,interference,0.678911984,-1,-1
144,interference,0.715776026,-1,-1
145,interference,0.687103987,-1,-1
146,interference,0.68096,-1,-1
147,interference,0.676864028,-1,-1
148,interference,0.860159993,-1,-1
149,interference,0.697344005,-1,-1
150,interference,0.677887976,-1,-1
151,interference,0.862208009,-1,-1
152,interference,0.69017601,-1,-1
153,interference,0.667648017,-1,-1
154,interference,1.34041595,-1,-1
155,interference,0.710655987,-1,-1
156,interference,0.699392021,-1,-1
157,interference,0.913407981,-1,-1
158,interference,0.683008015,-1,-1
159,interference,0.668672025,-1,-1
160,interference,1.40799999,-1,-1
161,interference,0.685055971,-1,-1
162,interference,0.670719981,-1,-1
163,interference,0.66662401,-1,-1
164,interference,0.665600002,-1,-1
165,interference,0.668672025,-1,-1
166,interference,0.670719981,-1,-1
167,interference,0.985087991,-1,-1
168,interference,0.674816012,-1,-1
169,interference,0.670719981,-1,-1
170,interference,1.26361597,-1,-1
171,interference,0.689152002,-1,-1
172,interference,0.677887976,-1,-1
173,interference,0.667648017,-1,-1
174,interference,0.668672025,-1,-1
175,interference,0.667648017,-1,-1
176,interference,0.671743989,-1,-1
177,interference,0.665600002,-1,-1
178,interference,0.66662401,-1,-1
179,interference,0.66662401,-1,-1
180,interference,0.67584002,-1,-1
181,interference,0.670719981,-1,-1
182,interference,1.26259196,-1,-1
183,interference,0.707584023,-1,-1
184,interference,0.693247974,-1,-1
185,interference,0.673792005,-1,-1
186,interference,0.668672025,-1,-1
187,interference,0.66662401,-1,-1
188,interference,0.673792005,-1,-1
189,interference,0.672767997,-1,-1
190,interference,0.672767997,-1,-1
191,interference,0.66662401,-1,-1
192,interference,0.66662401,-1,-1
193,interference,0.66662401,-1,-1
194,interference,1.24518394,-1,-1
195,interference,0.708607972,-1,-1
196,interference,0.694271982,-1,-1
197,interference,0.673792005,-1,-1
198,interference,0.67584002,-1,-1
199,interference,0.670719981,-1,-1
200,recovery,0.553919971,0,0.0164480004
201,recovery,0.574464023,1,0.588800013
202,recovery,0.576416016,2,1.16848004
203,recovery,0.589824021,3,1.75001597
204,recovery,0.589824021,4,2.34495997
205,recovery,0.593919992,5,2.93990397
206,recovery,0.594111979,6,3.54099202
207,recovery,0.594048023,7,4.14105606
208,recovery,0.597055972,8,4.74111986
209,recovery,0.590848029,9,5.34323215
210,recovery,0.52838397,10,6.25868797
211,recovery,0.58572799,11,6.79526377
212,recovery,0.584703982,12,7.38713598
213,recovery,0.588800013,13,7.97696018
214,recovery,0.595200002,14,8.57087994
215,recovery,0.593919992,15,9.17196846
216,recovery,0.584703982,16,9.77100754
217,recovery,0.593919992,17,10.3628798
218,recovery,0.592703998,18,10.9623041
219,recovery,0.592544019,19,11.5602884
220,recovery,0.584703982,20,12.1589756
221,recovery,0.595647991,21,12.7491198
222,recovery,0.59366399,22,13.3501444
223,recovery,0.524287999,23,14.2489595
224,recovery,0.584703982,24,14.7793922
225,recovery,0.60927999,25,15.373312
226,recovery,0.584703982,26,15.9887362
227,recovery,0.591776013,27,16.5786552
228,recovery,0.590848029,28,17.1755524
229,recovery,0.59366399,29,17.7717762
230,recovery,0.591871977,30,18.3726082
231,recovery,0.592895985,31,18.9706249
232,recovery,0.592703998,32,19.5688324
233,recovery,0.590080023,33,20.1667194
234,recovery,0.594655991,34,20.7618885
235,recovery,0.590848029,35,21.3616638
236,recovery,0.588800013,36,21.9576321
237,recovery,0.522239983,37,22.8495369
238,recovery,0.603136003,38,23.3820152
239,recovery,0.612352014,39,23.9943676
240,recovery,0.587776005,40,24.6128635
241,recovery,0.592895985,41,25.205759
242,recovery,0.590848029,42,25.8037758
243,recovery,0.595968008,43,26.399744
244,recovery,0.589727998,44,27.0582714
245,recovery,0.597984016,45,27.6541767
246,recovery,0.597792029,46,28.2575035
247,recovery,0.595903993,47,28.860672
248,recovery,0.588639975,48,29.4616642
249,recovery,0.59167999,49,30.0556164
250,recovery,0.525312006,50,30.9493752
251,recovery,0.614400029,51,31.4818554
252,recovery,0.613376021,52,32.1044464
253,recovery,0.594208002,53,32.7239685
254,recovery,0.595968008,54,33.3240318
255,recovery,0.587647974,55,33.9252472
256,recovery,0.590848029,56,34.5190392
257,recovery,0.590655982,57,35.1172485
258,recovery,0.591488004,58,35.7134094
259,recovery,0.593919992,59,36.3100166
260,recovery,0.591871977,60,36.9090576
261,recovery,0.594944,61,37.5060463
262,recovery,0.593216002,62,38.1061134
263,recovery,0.590111971,63,38.7051506
264,recovery,0.526336014,64,39.5970573
265,recovery,0.604160011,65,40.1305618
266,recovery,0.614400029,66,40.7500801
267,recovery,0.589824021,67,41.3695984
268,recovery,0.592895985,68,41.9645424
269,recovery,0.593919992,69,42.5635834
270,recovery,0.595903993,70,43.1626892
271,recovery,0.602976024,71,43.7638702
272,recovery,0.583711982,72,44.3822098
273,recovery,0.589792013,73,44.9710388
274,recovery,0.593792021,74,45.5660782
275,recovery,0.592895985,75,46.1660156
276,recovery,0.598016024,76,46.7640305
277,recovery,0.521215975,77,47.6651535
278,recovery,0.601087987,78,48.1935349
279,recovery,0.619520009,79,48.8017921
280,recovery,0.593919992,80,49.4305267
281,recovery,0.592639983,81,50.0298233
282,recovery,0.588127971,82,50.6286087
283,recovery,0.589824021,83,51.2225266
284,recovery,0.588639975,84,51.8176308
285,recovery,0.588800013,85,52.4134407
286,recovery,0.590848029,86,53.0073586
287,recovery,0.591840029,87,53.6033592
288,recovery,0.591711998,88,54.2004814
289,recovery,0.594944,89,54.798336
290,recovery,0.588800013,90,55.3983994
291,recovery,0.523263991,91,56.2892799
292,recovery,0.596992016,92,56.8197136
293,recovery,0.610303998,93,57.4248962
294,recovery,0.598016024,94,58.0403214
295,recovery,0.590496004,95,58.6438065
296,recovery,0.591871977,96,59.2394257
297,recovery,0.591871977,97,59.8364143
298,recovery,0.592000008,98,60.4364815
299,recovery,0.592576027,99,61.0337906
