sample,phase,victim_latency_us,time_since_interference_end_us
115,recovery,8.19199998,145.119995
116,recovery,8.38399958,154.336005
117,recovery,8.19199998,164.575994
118,recovery,8.19199998,173.792005
119,recovery,8.19199998,183.008
120,recovery,8.19199998,193.248004
121,recovery,8.19199998,202.463999
122,recovery,8.19199998,211.679995
123,recovery,8.19199998,220.896006
124,recovery,8.51199962,230.112001
125,recovery,8.19199998,240.352005
126,recovery,8.19199998,249.568
127,recovery,8.19199998,258.783996
128,recovery,8.19199998,268.000007
129,recovery,8.38399958,277.215987
130,recovery,8.19199998,287.456006
131,recovery,8.19199998,296.671987
132,recovery,8.19199998,305.887997
133,recovery,8.28799978,315.104008
134,recovery,7.1680001,325.343996
135,recovery,8.19199998,334.560007
136,recovery,8.19199998,343.775988
137,recovery,8.19199998,352.991998
138,recovery,8.38399958,362.208009
139,recovery,7.1680001,372.447997
140,recovery,8.19199998,381.664008
141,recovery,8.19199998,390.879989
142,recovery,8.19199998,400.095999
143,recovery,8.19199998,409.31201
144,recovery,8.19199998,419.551998
145,recovery,8.19199998,428.768009
146,recovery,8.19199998,437.98399
147,recovery,8.19199998,447.2
148,recovery,8.19199998,457.439989
149,recovery,8.19199998,466.655999
150,recovery,8.19199998,475.87201
151,recovery,8.19199998,485.087991
152,recovery,8.19199998,495.328009
153,recovery,8.19199998,504.54402
154,recovery,8.19199998,513.759971
155,recovery,8.19199998,522.975981
156,recovery,8.19199998,532.191992
157,recovery,8.19199998,542.43201
158,recovery,8.19199998,551.648021
159,recovery,8.19199998,560.863972
160,recovery,8.25599954,570.079982
161,recovery,8.19199998,579.295993
162,recovery,8.19199998,589.536011
163,recovery,8.19199998,598.752022
164,recovery,8.19199998,607.967973
165,recovery,8.19199998,617.183983
166,recovery,7.1680001,627.424002
167,recovery,8.19199998,636.640012
168,recovery,8.19199998,645.856023
169,recovery,8.19199998,655.071974
170,recovery,8.19199998,664.287984
171,recovery,8.19199998,674.528003
172,recovery,8.19199998,683.744013
173,recovery,8.38399958,692.960024
174,recovery,8.19199998,703.199983
175,recovery,8.19199998,712.415993
176,recovery,8.19199998,721.632004
177,recovery,8.28799978,730.848014
178,recovery,8.19199998,741.087973
179,recovery,8.19199998,750.303984
180,recovery,8.19199998,759.519994
181,recovery,8.19199998,768.736005
182,recovery,8.44800007,777.952015
183,recovery,8.19199998,788.191974
184,recovery,8.19199998,797.407985
185,recovery,8.19199998,806.623995
186,recovery,8.19199998,816.864014
187,recovery,8.19199998,826.080024
188,recovery,8.19199998,835.295975
189,recovery,8.41599982,844.511986
190,recovery,8.19199998,854.752004
191,recovery,8.19199998,863.968015
192,recovery,8.19199998,873.184025
193,recovery,8.28799978,882.399976
194,recovery,8.51199962,891.615987
195,recovery,8.19199998,901.856005
196,recovery,8.19199998,911.072016
197,recovery,8.35200027,920.288026
198,recovery,7.51999998,930.527985
199,recovery,8.19199998,939.743996
