sample,phase,victim_latency_ms,recovery_index
0,baseline,0.52838397,-1
1,baseline,0.573311985,-1
2,baseline,0.593919992,-1
3,baseline,0.590655982,-1
4,baseline,0.592895985,-1
5,baseline,0.593919992,-1
6,baseline,0.595871985,-1
7,baseline,0.532480001,-1
8,baseline,0.588800013,-1
9,baseline,0.589631975,-1
10,baseline,0.550912023,-1
11,baseline,0.620544016,-1
12,baseline,0.617471993,-1
13,baseline,0.589824021,-1
14,baseline,0.590848029,-1
15,baseline,0.592032015,-1
16,baseline,0.593919992,-1
17,baseline,0.59167999,-1
18,baseline,0.604160011,-1
19,baseline,0.593599975,-1
20,baseline,0.589824021,-1
21,baseline,0.592576027,-1
22,baseline,0.535552025,-1
23,baseline,0.579584002,-1
24,baseline,0.593919992,-1
25,baseline,0.544767976,-1
26,baseline,0.616447985,-1
27,baseline,0.620544016,-1
28,baseline,0.588800013,-1
29,baseline,0.594944,-1
30,baseline,0.586751997,-1
31,baseline,0.595103979,-1
32,baseline,0.594944,-1
33,baseline,0.591871977,-1
34,baseline,0.595744014,-1
35,baseline,0.592895985,-1
36,baseline,0.589536011,-1
37,baseline,0.540672004,-1
38,baseline,0.605184019,-1
39,baseline,0.614400029,-1
40,baseline,0.591871977,-1
41,baseline,0.593919992,-1
42,baseline,0.593919992,-1
43,baseline,0.595968008,-1
44,baseline,0.589824021,-1
45,baseline,0.594944,-1
46,baseline,0.592895985,-1
47,baseline,0.590496004,-1
48,baseline,0.596992016,-1
49,baseline,0.588479996,-1
50,baseline,0.544767976,-1
51,baseline,0.618496001,-1
52,baseline,0.625663996,-1
53,baseline,0.588800013,-1
54,baseline,0.593919992,-1
55,baseline,0.589824021,-1
56,baseline,0.591871977,-1
57,baseline,0.593919992,-1
58,baseline,0.589151978,-1
59,baseline,0.594560027,-1
60,baseline,0.592895985,-1
61,baseline,0.591232002,-1
62,baseline,0.588127971,-1
63,baseline,0.589824021,-1
64,baseline,0.612352014,-1
65,baseline,0.598016024,-1
66,baseline,0.607231975,-1
67,baseline,0.60006398,-1
68,baseline,0.595968008,-1
69,baseline,0.596895993,-1
70,baseline,0.593919992,-1
71,baseline,0.589824021,-1
72,baseline,0.591871977,-1
73,baseline,0.591584027,-1
74,baseline,0.594944,-1
75,baseline,0.590848029,-1
76,baseline,0.593695998,-1
77,baseline,0.595968008,-1
78,baseline,0.618496001,-1
79,baseline,0.612352014,-1
80,baseline,0.593183994,-1
81,baseline,0.592863977,-1
82,baseline,0.592895985,-1
83,baseline,0.592895985,-1
84,baseline,0.591871977,-1
85,baseline,0.589919984,-1
86,baseline,0.589760005,-1
87,baseline,0.587776005,-1
88,baseline,0.589663982,-1
89,baseline,0.592127979,-1
90,baseline,0.598016024,-1
91,baseline,0.621568024,-1
92,baseline,0.618496001,-1
93,baseline,0.595040023,-1
94,baseline,0.593919992,-1
95,baseline,0.597920001,-1
96,baseline,0.592576027,-1
97,baseline,0.592832029,-1
98,baseline,0.593919992,-1
99,baseline,0.594944,-1
100,interference,0.643072009,-1
101,interference,0.568319976,-1
102,interference,0.567296028,-1
103,interference,0.797695994,-1
104,interference,0.586751997,-1
105,interference,0.58572799,-1
106,interference,0.826367974,-1
107,interference,0.60006398,-1
108,interference,0.568319976,-1
109,interference,0.569343984,-1
110,interference,0.569343984,-1
111,interference,0.568319976,-1
112,interference,0.569343984,-1
113,interference,0.569343984,-1
114,interference,0.567296028,-1
115,interference,0.569343984,-1
116,interference,0.568319976,-1
117,interference,1.05881596,-1
118,interference,0.578559995,-1
119,interference,0.590848029,-1
120,interference,0.583679974,-1
121,interference,0.568319976,-1
122,interference,0.568319976,-1
123,interference,0.58572799,-1
124,interference,0.565248013,-1
125,interference,0.567296028,-1
126,interference,0.568319976,-1
127,interference,0.567296028,-1
128,interference,0.569343984,-1
129,interference,0.568319976,-1
130,interference,0.568319976,-1
131,interference,0.569343984,-1
132,interference,1.07724798,-1
133,interference,0.590848029,-1
134,interference,0.594944,-1
135,interference,0.571392,-1
136,interference,0.568319976,-1
137,interference,0.570367992,-1
138,interference,0.569343984,-1
139,interference,0.569343984,-1
140,interference,0.544128001,-1
141,recovery,0.583679974,0
142,recovery,0.596992016,1
143,recovery,0.593824029,2
144,recovery,0.588800013,3
145,recovery,0.54272002,4
146,recovery,0.60006398,5
147,recovery,0.553983986,6
148,recovery,0.588800013,7
149,recovery,0.590848029,8
150,recovery,0.593919992,9
151,recovery,0.593919992,10
152,recovery,0.590848029,11
153,recovery,0.588800013,12
154,recovery,0.594752014,13
155,recovery,0.594655991,14
156,recovery,0.598016024,15
157,recovery,0.588800013,16
158,recovery,0.544767976,17
159,recovery,0.602111995,18
160,recovery,0.611328006,19
161,recovery,0.598016024,20
162,recovery,0.592544019,21
163,recovery,0.591871977,22
164,recovery,0.58841598,23
165,recovery,0.594944,24
166,recovery,0.590048015,25
167,recovery,0.590719998,26
168,recovery,0.590848029,27
169,recovery,0.591871977,28
170,recovery,0.589824021,29
171,recovery,0.540672004,30
172,recovery,0.614400029,31
173,recovery,0.616447985,32
174,recovery,0.598016024,33
175,recovery,0.591840029,34
176,recovery,0.586751997,35
177,recovery,0.593919992,36
178,recovery,0.594944,37
179,recovery,0.591744006,38
180,recovery,0.590848029,39
181,recovery,0.595968008,40
182,recovery,0.590848029,41
183,recovery,0.590080023,42
184,recovery,0.543744028,43
185,recovery,0.612352014,44
186,recovery,0.618496001,45
187,recovery,0.589824021,46
188,recovery,0.594944,47
189,recovery,0.591776013,48
190,recovery,0.593760014,49
191,recovery,0.594944,50
192,recovery,0.594944,51
193,recovery,0.588639975,52
194,recovery,0.595968008,53
195,recovery,0.589536011,54
196,recovery,0.589887977,55
197,recovery,0.599039972,56
198,recovery,0.620544016,57
199,recovery,0.624639988,58
200,recovery,0.589824021,59
201,recovery,0.589824021,60
202,recovery,0.594944,61
203,recovery,0.590848029,62
204,recovery,0.598016024,63
205,recovery,0.595776021,64
206,recovery,0.588800013,65
207,recovery,0.596992016,66
208,recovery,0.589536011,67
209,recovery,0.597728014,68
210,recovery,0.617471993,69
211,recovery,0.606208026,70
212,recovery,0.624639988,71
213,recovery,0.617471993,72
214,recovery,0.589824021,73
215,recovery,0.590911984,74
216,recovery,0.590976,75
217,recovery,0.585600019,76
218,recovery,0.593919992,77
219,recovery,0.589504004,78
220,recovery,0.591040015,79
221,recovery,0.587776005,80
222,recovery,0.595968008,81
223,recovery,0.592895985,82
224,recovery,0.591968,83
225,recovery,0.60006398,84
226,recovery,0.619520009,85
227,recovery,0.618496001,86
228,recovery,0.595871985,87
229,recovery,0.591871977,88
230,recovery,0.598047972,89
231,recovery,0.587776005,90
232,recovery,0.592895985,91
233,recovery,0.594944,92
234,recovery,0.595679998,93
235,recovery,0.589984,94
236,recovery,0.594944,95
237,recovery,0.594272017,96
238,recovery,0.605184019,97
239,recovery,0.607231975,98
240,recovery,0.620544016,99
