sample,phase,victim_latency_ms,recovery_index,time_since_interference_end_ms
0,baseline,0.591744006,,
1,baseline,0.589824021,,
2,baseline,0.596992016,,
3,baseline,0.600063980,,
4,baseline,0.595968008,,
5,baseline,0.590687990,,
6,baseline,0.534528017,,
7,baseline,0.562048018,,
8,baseline,0.540672004,,
9,baseline,0.591871977,,
10,baseline,0.613376021,,
11,baseline,0.605952024,,
12,baseline,0.596863985,,
13,baseline,0.591871977,,
14,baseline,0.595008016,,
15,baseline,0.596928000,,
16,baseline,0.591840029,,
17,baseline,0.590848029,,
18,baseline,0.592895985,,
19,baseline,0.588800013,,
20,baseline,0.591871977,,
21,baseline,0.563199997,,
22,baseline,0.585727990,,
23,baseline,0.613376021,,
24,baseline,0.596992016,,
25,baseline,0.589824021,,
26,baseline,0.590463996,,
27,baseline,0.589887977,,
28,baseline,0.591584027,,
29,baseline,0.590655982,,
30,baseline,0.593919992,,
31,baseline,0.589760005,,
32,baseline,0.590848029,,
33,baseline,0.593919992,,
34,baseline,0.594944000,,
35,baseline,0.539647996,,
36,baseline,0.588800013,,
37,baseline,0.617471993,,
38,baseline,0.593919992,,
39,baseline,0.593919992,,
40,baseline,0.592576027,,
41,baseline,0.588992000,,
42,baseline,0.593919992,,
43,baseline,0.598079979,,
44,baseline,0.586751997,,
45,baseline,0.593824029,,
46,baseline,0.592895985,,
47,baseline,0.591871977,,
48,baseline,0.619488001,,
49,baseline,0.622591972,,
50,baseline,0.591840029,,
51,baseline,0.594944000,,
52,baseline,0.594944000,,
53,baseline,0.597792029,,
54,baseline,0.591871977,,
55,baseline,0.592576027,,
56,baseline,0.591871977,,
57,baseline,0.592895985,,
58,baseline,0.595968008,,
59,baseline,0.593919992,,
60,baseline,0.589824021,,
61,baseline,0.573440015,,
62,baseline,0.610303998,,
63,baseline,0.615423977,,
64,baseline,0.590816021,,
65,baseline,0.588800013,,
66,baseline,0.598879993,,
67,baseline,0.593919992,,
68,baseline,0.591871977,,
69,baseline,0.588800013,,
70,baseline,0.591615975,,
71,baseline,0.593919992,,
72,baseline,0.594944000,,
73,baseline,0.591615975,,
74,baseline,0.591871977,,
75,baseline,0.605184019,,
76,baseline,0.626591980,,
77,baseline,0.616447985,,
78,baseline,0.599359989,,
79,baseline,0.598912001,,
80,baseline,0.593887985,,
81,baseline,0.596768022,,
82,baseline,0.595712006,,
83,baseline,0.589824021,,
84,baseline,0.588800013,,
85,baseline,0.589600027,,
86,baseline,0.590111971,,
87,baseline,0.594879985,,
88,baseline,0.594944000,,
89,baseline,0.612352014,,
90,baseline,0.617376029,,
91,baseline,0.588671982,,
92,baseline,0.590784013,,
93,baseline,0.588832021,,
94,baseline,0.594944000,,
95,baseline,0.596992016,,
96,baseline,0.590848029,,
97,baseline,0.587520003,,
98,baseline,0.588735998,,
99,baseline,0.589760005,,
0,interference,1.595391989,,
1,interference,1.806336045,,
2,interference,1.903615952,,
3,interference,1.596415997,,
4,interference,1.595391989,,
5,interference,1.513471961,,
6,interference,1.836032033,,
7,interference,1.383424044,,
8,interference,1.384448051,,
9,interference,1.385472059,,
10,interference,1.384448051,,
11,interference,1.840127945,,
12,interference,1.384448051,,
13,interference,1.385472059,,
14,interference,1.392639995,,
15,interference,1.397760034,,
16,interference,1.396736026,,
17,interference,1.869824052,,
18,interference,1.399808049,,
19,interference,1.399808049,,
20,interference,1.398784041,,
21,interference,1.398784041,,
22,interference,1.399808049,,
23,interference,1.606655955,,
24,interference,1.399808049,,
25,interference,1.394688010,,
26,interference,1.393664002,,
27,interference,1.393664002,,
28,interference,1.394688010,,
29,interference,1.587200046,,
30,interference,1.445888042,,
31,interference,1.463296056,,
32,interference,1.460224032,,
33,interference,1.461248040,,
34,interference,1.656831980,,
35,interference,1.462272048,,
36,interference,1.460224032,,
37,interference,1.460224032,,
38,interference,1.461248040,,
39,interference,1.461248040,,
40,interference,1.662976027,,
41,interference,1.461248040,,
42,interference,1.461248040,,
43,interference,1.461248040,,
44,interference,1.461248040,,
45,interference,1.460224032,,
46,interference,1.667072058,,
47,interference,1.464319944,,
48,interference,1.459200025,,
49,interference,1.461248040,,
50,interference,1.666048050,,
51,interference,1.464319944,,
52,interference,1.460224032,,
53,interference,1.462272048,,
54,interference,1.461248040,,
55,interference,1.461248040,,
56,interference,1.671167970,,
57,interference,1.470463991,,
58,interference,1.470463991,,
59,interference,1.470463991,,
60,interference,1.470463991,,
61,interference,1.675264001,,
62,interference,1.471487999,,
63,interference,1.471487999,,
64,interference,1.470463991,,
65,interference,1.470463991,,
66,interference,0.863232017,,
0,recovery,0.560447991,0,0.369664013
1,recovery,0.562111974,1,0.934975982
2,recovery,0.592895985,2,1.654783964
3,recovery,0.620544016,3,2.255872011
4,recovery,0.613376021,4,2.886656046
5,recovery,0.589631975,5,3.504319906
